AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1723045138.7660909,1723045164.886059,398,538.5,398,383.2361809045226
Footer,1723045198.0141098,1723045215.1378274,1420,707.4676056338028,1420,792.7542253521127
Main Content,1723045138.0740392,1723045215.4616868,3300,825.2854545454545,3300,539.2842424242424
Other,1723045140.349845,1723045199.7257068,162,581.5432098765432,162,332.0246913580247
Sender Email,1723045154.8507452,1723045155.995008,37,582.8108108108108,37,295.2432432432432
