AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1723037734.441959,1723037783.0704713,127,1025.6692913385828,127,385.9133858267717
Inbox and Folders,1723037733.0587552,1723037734.0459774,28,332.4642857142857,28,234.5
Main Content,1723037735.7266908,1723037783.866216,550,854.8818181818182,550,463.8
Other,1723037734.0543988,1723037782.9424376,77,1084.2467532467533,77,240.67532467532467
