AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1723038568.4117045,1723038579.043592,231,686.4761904761905,231,402.2251082251082
Footer,1723038579.3230093,1723038581.6518276,145,883.744827586207,145,889.7241379310345
Main Content,1723038579.0515926,1723038643.7636216,479,827.874739039666,479,500.67223382045927
Other,1723038579.8996494,1723038580.2600372,30,828.8666666666667,30,1021.3
