AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1723038287.488758,1723038289.7921805,135,1341.4518518518519,135,400.9111111111111
Footer,1723038338.048479,1723038345.3609047,180,635.2944444444445,180,770.6888888888889
Inbox and Folders,1723038287.09295,1723038287.1599164,10,361.6,10,277.7
Main Content,1723038289.800248,1723038338.024113,2281,828.7974572555896,2281,582.0907496711968
Other,1723038287.1679082,1723038338.0404801,30,921.3333333333334,30,337.3666666666667
Sender Email,1723038287.1759093,1723038287.264446,12,581.3333333333334,12,294.0
