AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1723037581.002479,1723037582.0424256,58,501.1034482758621,58,412.63793103448273
Inbox and Folders,1723037607.0906641,1723037607.1143267,4,198.25,4,197.5
Other,1723037606.4067543,1723037610.9867191,80,223.8125,80,376.7875
