AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1722787324.7388625,1722787362.4767308,1206,856.1849087893864,1206,386.15837479270317
Inbox and Folders,1722787325.529151,1722787349.7045429,546,285.0860805860806,546,254.12087912087912
Main Content,1722787324.5847988,1722787324.7208533,17,717.4117647058823,17,567.5882352941177
Other,1722787325.096877,1722787362.4968522,107,658.3271028037383,107,305.38317757009344
Sender Email,1722787325.3676114,1722787341.1048598,17,494.05882352941177,17,288.4117647058824
