AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1722787105.8417008,1722787143.4395726,1702,834.2561692126909,1702,388.3848413631022
Inbox and Folders,1722787105.490047,1722787144.6571746,132,244.7651515151515,132,238.62121212121212
Other,1722787105.6896977,1722787143.4974031,13,599.4615384615385,13,304.6923076923077
Sender Email,1722787105.7055457,1722787143.4888344,14,542.0,14,283.64285714285717
