AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1722787531.219768,1722787588.4193447,69,601.5797101449275,69,383.3478260869565
Footer,1722787532.2196605,1722787588.0201883,1580,551.4588607594936,1580,848.6556962025317
Inbox and Folders,1722787530.4442177,1722787590.1721842,165,330.3515151515152,165,278.8121212121212
Main Content,1722787531.8145397,1722787590.348082,88,621.3977272727273,88,517.6136363636364
Other,1722787531.1395593,1722787590.1955717,72,445.2638888888889,72,793.5694444444445
Sender Email,1722787531.1481426,1722787531.1481426,1,465.0,1,297.0
