type,x,y,timestamp,button,pressed,dx,dy
move,624,254,1722787066.6045732,,,,
move,631,246,1722787066.609876,,,,
move,636,241,1722787066.6170392,,,,
move,638,240,1722787066.625514,,,,
move,638,240,1722787066.6329064,,,,
move,638,240,1722787066.6495261,,,,
move,635,244,1722787066.6580765,,,,
move,633,248,1722787066.6661742,,,,
move,625,255,1722787066.6736307,,,,
move,613,267,1722787066.6811216,,,,
move,593,286,1722787066.6897118,,,,
move,573,303,1722787066.6976442,,,,
move,553,318,1722787066.7169137,,,,
move,537,329,1722787066.7179139,,,,
move,537,328,1722787066.7299407,,,,
move,539,322,1722787066.737951,,,,
move,547,310,1722787066.7455423,,,,
move,555,302,1722787066.7530658,,,,
move,575,283,1722787066.7613354,,,,
move,589,273,1722787066.7696607,,,,
move,608,261,1722787066.7777765,,,,
move,625,255,1722787066.785248,,,,
move,637,250,1722787066.8072076,,,,
move,637,250,1722787066.8082047,,,,
move,635,253,1722787066.8097124,,,,
move,633,254,1722787066.8177183,,,,
move,625,259,1722787066.8258843,,,,
move,613,266,1722787066.833411,,,,
move,595,274,1722787066.841925,,,,
move,575,281,1722787066.849433,,,,
move,559,285,1722787066.8688936,,,,
move,546,287,1722787066.8688936,,,,
move,538,287,1722787066.8729842,,,,
move,530,286,1722787066.881511,,,,
move,526,281,1722787066.8895242,,,,
move,526,274,1722787066.908657,,,,
move,530,268,1722787066.9095504,,,,
move,536,262,1722787066.913627,,,,
move,546,258,1722787066.9211397,,,,
move,562,253,1722787066.9398544,,,,
move,575,251,1722787066.9398544,,,,
move,584,250,1722787066.9452827,,,,
move,595,250,1722787066.953806,,,,
move,607,251,1722787066.9610083,,,,
move,613,254,1722787066.9694705,,,,
move,615,258,1722787066.977483,,,,
move,614,263,1722787066.9850078,,,,
move,609,268,1722787066.9935372,,,,
move,601,272,1722787067.0010521,,,,
move,591,274,1722787067.0095696,,,,
move,580,275,1722787067.017579,,,,
move,568,275,1722787067.0256443,,,,
move,561,271,1722787067.0331655,,,,
move,558,265,1722787067.0416956,,,,
move,557,258,1722787067.0497017,,,,
move,558,254,1722787067.067859,,,,
move,564,250,1722787067.0688655,,,,
move,571,248,1722787067.072978,,,,
move,580,248,1722787067.081599,,,,
move,587,248,1722787067.089587,,,,
move,597,250,1722787067.097724,,,,
move,603,256,1722787067.1052392,,,,
move,607,263,1722787067.1137638,,,,
move,609,270,1722787067.1212733,,,,
move,609,278,1722787067.1297846,,,,
move,609,285,1722787067.1377969,,,,
move,609,291,1722787067.1559105,,,,
move,608,292,1722787067.1569092,,,,
move,606,292,1722787067.1614308,,,,
move,604,291,1722787067.1694643,,,,
move,602,288,1722787067.1774712,,,,
move,600,282,1722787067.1849856,,,,
move,596,272,1722787067.2049315,,,,
move,593,260,1722787067.2059357,,,,
move,591,250,1722787067.2094436,,,,
move,591,250,1722787067.2174633,,,,
move,591,250,1722787067.2255788,,,,
