AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Inbox and Folders,1722787432.6327522,1722787475.7884433,66,335.04545454545456,66,254.33333333333334
Other,1722787433.6272078,1722787475.6358986,120,586.0833333333334,120,233.00833333333333
Sender Email,1722787433.635725,1722787440.2889862,310,586.0064516129032,310,283.73870967741937
