AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Inbox and Folders,1722787481.0001006,1722787527.2993686,192,367.1770833333333,192,251.546875
Other,1722787481.2271762,1722787524.1958058,33,550.8181818181819,33,292.2121212121212
Sender Email,1722787481.2437377,1722787524.1400375,4639,582.949558094417,4639,279.38887691312783
