type,x,y,timestamp,button,pressed
click,468,834,1722869930.8532836,Button.right,True
move,469,834,1722869930.8607872,,
move,469,835,1722869930.8773553,,
move,469,835,1722869930.893071,,
move,471,835,1722869930.924646,,
move,472,835,1722869930.9328787,,
move,472,835,1722869930.9406662,,
move,474,835,1722869930.9480398,,
move,475,835,1722869930.9571466,,
move,475,835,1722869930.9646876,,
click,475,835,1722869930.9646876,Button.right,False
move,477,835,1722869930.9728532,,
move,478,835,1722869930.9803808,,
move,479,835,1722869930.9891205,,
move,481,835,1722869930.996542,,
move,482,835,1722869931.005066,,
move,483,835,1722869931.0123837,,
move,484,835,1722869931.0209188,,
move,484,835,1722869931.028489,,
move,485,835,1722869931.0450656,,
move,485,835,1722869931.0529554,,
move,485,835,1722869931.0604858,,
click,485,835,1722869931.0614824,Button.right,True
move,486,835,1722869931.069419,,
move,487,835,1722869931.0763109,,
move,488,835,1722869931.085097,,
move,489,835,1722869931.0926554,,
move,491,835,1722869931.1013453,,
move,493,835,1722869931.1090288,,
move,495,835,1722869931.1171246,,
move,497,835,1722869931.1244879,,
move,499,835,1722869931.133288,,
move,500,835,1722869931.141206,,
click,500,835,1722869931.141206,Button.right,False
move,501,835,1722869931.1486223,,
move,502,836,1722869931.1565003,,
move,503,836,1722869931.1645088,,
move,503,836,1722869931.1731555,,
move,504,836,1722869931.180408,,
move,504,836,1722869931.1887815,,
move,505,836,1722869931.1965523,,
move,505,836,1722869931.2051632,,
move,506,836,1722869931.2131298,,
move,507,837,1722869931.2291355,,
click,507,837,1722869931.236174,Button.right,True
move,507,837,1722869931.245232,,
move,508,837,1722869931.2533655,,
move,509,837,1722869931.2607174,,
move,510,837,1722869931.2686384,,
move,512,837,1722869931.2769828,,
move,514,837,1722869931.2848167,,
move,515,837,1722869931.2930532,,
move,517,837,1722869931.3005822,,
move,518,837,1722869931.3093133,,
move,519,837,1722869931.316968,,
move,519,837,1722869931.3245144,,
move,521,837,1722869931.3332515,,
click,521,837,1722869931.3332515,Button.right,False
move,521,837,1722869931.3407235,,
move,522,836,1722869931.3487794,,
move,525,836,1722869931.3572466,,
move,527,836,1722869931.3642514,,
move,528,836,1722869931.3730135,,
move,529,836,1722869931.3802912,,
move,530,836,1722869931.396963,,
move,530,836,1722869931.4049578,,
move,531,836,1722869931.4128215,,
move,532,836,1722869931.4209898,,
move,532,836,1722869931.428363,,
move,533,836,1722869931.43712,,
click,533,836,1722869931.4376276,Button.right,True
move,534,835,1722869931.4449458,,
move,535,835,1722869931.4527748,,
move,536,834,1722869931.4609752,,
move,538,834,1722869931.4684699,,
move,539,833,1722869931.4771008,,
move,541,833,1722869931.4846208,,
move,542,832,1722869931.4931195,,
move,543,832,1722869931.5006402,,
move,544,832,1722869931.5084517,,
move,545,832,1722869931.5162857,,
move,546,831,1722869931.524767,,
click,546,831,1722869931.524767,Button.right,False
move,547,831,1722869931.5329447,,
move,548,831,1722869931.5411868,,
move,549,831,1722869931.5570903,,
move,549,831,1722869931.564608,,
move,550,831,1722869931.5803473,,
move,550,831,1722869931.5959256,,
move,551,831,1722869931.6049228,,
move,552,831,1722869931.6124897,,
move,552,830,1722869931.621192,,
move,553,830,1722869931.6290672,,
move,553,830,1722869931.637153,,
move,554,830,1722869931.6451507,,
move,554,830,1722869931.6531985,,
move,554,829,1722869931.6771965,,
move,555,829,1722869931.6846194,,
move,556,829,1722869931.6926658,,
move,556,829,1722869931.700718,,
move,557,829,1722869931.7087846,,
move,558,829,1722869931.7163048,,
move,559,829,1722869931.7247384,,
move,560,829,1722869931.73297,,
move,562,829,1722869931.7412176,,
move,562,829,1722869931.7484143,,
move,564,829,1722869931.757185,,
move,564,829,1722869931.765028,,
move,565,829,1722869931.7962232,,
move,565,830,1722869931.804536,,
click,565,830,1722869931.8291702,Button.right,True
move,565,830,1722869931.868963,,
click,565,830,1722869931.9413512,Button.right,False
move,565,830,1722869931.9566288,,
move,565,831,1722869931.9648552,,
move,564,831,1722869931.973131,,
move,563,831,1722869931.9804373,,
move,563,832,1722869931.9879394,,
click,563,832,1722869932.0045006,Button.right,True
move,562,832,1722869932.013065,,
move,562,832,1722869932.0614424,,
move,561,832,1722869932.0682588,,
move,559,832,1722869932.0763977,,
move,557,831,1722869932.0852766,,
move,555,831,1722869932.0933938,,
move,553,830,1722869932.1009223,,
move,552,829,1722869932.1084785,,
move,551,829,1722869932.1169512,,
move,549,829,1722869932.1242533,,
click,549,829,1722869932.125758,Button.right,False
move,548,829,1722869932.1323268,,
move,547,829,1722869932.1411147,,
move,546,829,1722869932.1488757,,
move,546,829,1722869932.1563883,,
click,546,829,1722869932.1810243,Button.right,True
move,545,829,1722869932.2050421,,
move,545,829,1722869932.2210116,,
move,543,829,1722869932.2284822,,
move,542,829,1722869932.236489,,
move,541,829,1722869932.2446334,,
move,540,829,1722869932.252658,,
move,539,829,1722869932.2610307,,
move,538,829,1722869932.2684572,,
move,536,829,1722869932.276744,,
move,535,829,1722869932.2851117,,
move,534,829,1722869932.292493,,
move,533,829,1722869932.3012817,,
move,531,829,1722869932.3170633,,
move,531,829,1722869932.3241518,,
move,530,829,1722869932.3324206,,
move,529,829,1722869932.340374,,
move,528,829,1722869932.3483431,,
move,527,829,1722869932.3566704,,
move,526,829,1722869932.3644965,,
move,525,829,1722869932.373328,,
move,523,829,1722869932.380628,,
click,523,829,1722869932.381631,Button.right,False
move,520,829,1722869932.3888016,,
move,518,829,1722869932.3963459,,
move,516,829,1722869932.4054356,,
move,515,829,1722869932.412241,,
move,514,829,1722869932.4202335,,
move,514,829,1722869932.428548,,
move,513,829,1722869932.436566,,
move,513,829,1722869932.4446123,,
move,512,829,1722869932.452638,,
move,511,829,1722869932.4607923,,
move,510,829,1722869932.4761925,,
move,509,829,1722869932.4847102,,
move,508,829,1722869932.4926095,,
click,508,829,1722869932.4935849,Button.right,True
move,507,829,1722869932.5006435,,
move,506,829,1722869932.50924,,
move,505,829,1722869932.5163755,,
move,504,829,1722869932.5248947,,
move,503,829,1722869932.5331042,,
move,501,829,1722869932.5405126,,
move,499,829,1722869932.5481904,,
move,496,830,1722869932.557166,,
move,494,830,1722869932.5644476,,
move,492,830,1722869932.5728025,,
move,491,830,1722869932.580287,,
move,490,830,1722869932.5884855,,
move,488,830,1722869932.5961533,,
move,486,830,1722869932.604651,,
move,483,830,1722869932.61291,,
click,483,830,1722869932.6139212,Button.right,False
move,481,830,1722869932.621294,,
move,480,830,1722869932.6290908,,
move,478,830,1722869932.6371458,,
move,476,830,1722869932.6441474,,
move,474,830,1722869932.6532254,,
move,473,830,1722869932.6610525,,
move,472,831,1722869932.6685805,,
move,470,831,1722869932.6771007,,
move,470,831,1722869932.6841006,,
click,470,831,1722869932.6856081,Button.right,True
move,469,831,1722869932.6931474,,
move,467,831,1722869932.700672,,
move,465,831,1722869932.7082205,,
move,463,831,1722869932.7167609,,
move,460,832,1722869932.7250986,,
move,458,832,1722869932.7336097,,
move,456,832,1722869932.7406354,,
move,455,832,1722869932.7486641,,
move,454,832,1722869932.7664027,,
move,453,832,1722869932.7664027,,
move,451,832,1722869932.7811522,,
move,450,832,1722869932.7973254,,
move,449,832,1722869932.8045506,,
move,447,832,1722869932.8131952,,
click,447,832,1722869932.8138957,Button.right,False
move,446,831,1722869932.8204045,,
move,446,831,1722869932.8283775,,
move,444,831,1722869932.8359587,,
move,444,831,1722869932.8448765,,
move,444,831,1722869932.8604555,,
move,444,830,1722869932.8692858,,
move,444,830,1722869932.9011183,,
move,444,830,1722869932.9172559,,
move,444,830,1722869932.9244556,,
move,446,830,1722869932.9332771,,
move,446,830,1722869932.9403107,,
move,448,830,1722869932.9491305,,
move,453,829,1722869932.956956,,
move,455,829,1722869932.9649575,,
move,461,829,1722869932.972468,,
move,469,829,1722869932.9811502,,
move,478,829,1722869932.9891958,,
move,490,828,1722869932.9960651,,
move,503,828,1722869933.0045934,,
move,520,827,1722869933.0125382,,
move,537,826,1722869933.0203743,,
move,557,824,1722869933.0285633,,
move,574,823,1722869933.0364528,,
move,589,822,1722869933.0451927,,
move,605,821,1722869933.0529063,,
move,622,820,1722869933.0607467,,
move,642,818,1722869933.068426,,
move,667,817,1722869933.0765953,,
move,698,815,1722869933.0846925,,
move,733,815,1722869933.092885,,
move,771,815,1722869933.101092,,
move,815,813,1722869933.108631,,
move,858,813,1722869933.1162386,,
move,905,812,1722869933.1247604,,
move,935,812,1722869933.1330416,,
move,970,812,1722869933.1412518,,
move,1008,812,1722869933.1492987,,
move,1046,812,1722869933.1561697,,
move,1081,812,1722869933.1652608,,
move,1114,812,1722869933.1722946,,
move,1150,810,1722869933.1812644,,
move,1185,810,1722869933.1893063,,
move,1224,808,1722869933.196613,,
move,1265,806,1722869933.2041388,,
move,1308,806,1722869933.2121186,,
move,1357,804,1722869933.220439,,
move,1406,804,1722869933.2286854,,
move,1458,803,1722869933.2372026,,
move,1504,801,1722869933.2445123,,
move,1548,799,1722869933.2531106,,
move,1587,797,1722869933.2608333,,
move,1614,796,1722869933.2681649,,
move,1629,794,1722869933.275986,,
move,1642,793,1722869933.284811,,
move,1656,791,1722869933.2931347,,
move,1665,790,1722869933.30101,,
move,1673,789,1722869933.3092735,,
move,1679,902,1722869934.0450642,,
move,1679,912,1722869934.108483,,
move,1679,913,1722869934.1165903,,
move,1679,913,1722869934.1248987,,
move,1679,914,1722869934.141105,,
move,1677,915,1722869934.1484041,,
move,1674,918,1722869934.1562371,,
move,1673,918,1722869934.1647747,,
move,1668,919,1722869934.1728482,,
move,1666,919,1722869934.1808548,,
move,1660,920,1722869934.1880083,,
move,1656,922,1722869934.1968484,,
move,1654,923,1722869934.204844,,
move,1654,924,1722869934.213109,,
move,1652,924,1722869934.2211487,,
move,1652,924,1722869934.4167304,,
move,1649,921,1722869934.4246733,,
move,1635,915,1722869934.4328916,,
move,1618,909,1722869934.4408805,,
move,1602,901,1722869934.448687,,
move,1592,893,1722869934.4571111,,
move,1591,891,1722869934.4646146,,
move,1590,889,1722869934.4727194,,
move,1589,888,1722869934.4805708,,
move,1589,888,1722869934.4922175,,
move,1590,890,1722869934.50127,,
move,1593,895,1722869934.5086021,,
move,1596,898,1722869934.5170515,,
move,1600,902,1722869934.5252764,,
move,1606,908,1722869934.5330036,,
move,1623,920,1722869934.5413485,,
move,1644,932,1722869934.5485525,,
move,1668,947,1722869934.5571563,,
move,1679,1048,1722869934.7412713,,
move,1679,884,1722869935.2930222,,
move,1679,884,1722869935.356123,,
move,1678,884,1722869935.364514,,
move,1675,883,1722869935.3725421,,
move,1668,883,1722869935.3812327,,
move,1663,884,1722869935.3885248,,
move,1663,886,1722869935.3971698,,
move,1662,886,1722869935.4050467,,
move,1662,887,1722869935.4123106,,
move,1662,888,1722869935.4203436,,
move,1661,888,1722869935.4286938,,
move,1661,888,1722869935.45321,,
move,1661,887,1722869935.5734866,,
move,1659,883,1722869935.5847871,,
move,1655,873,1722869935.592945,,
move,1652,864,1722869935.6002312,,
move,1650,854,1722869935.6088278,,
move,1649,845,1722869935.6163478,,
move,1649,838,1722869935.6250217,,
move,1649,834,1722869935.632729,,
move,1649,834,1722869935.6362362,,
move,1651,836,1722869935.6449041,,
move,1655,840,1722869935.6533005,,
move,1662,847,1722869935.6608026,,
move,1678,860,1722869935.6692774,,
move,1679,1046,1722869935.788654,,
move,1679,1046,1722869935.8288112,,
move,1679,1046,1722869935.8371048,,
move,1675,1044,1722869935.8451014,,
move,1673,1043,1722869935.852962,,
move,1670,1041,1722869935.8607106,,
move,1662,1036,1722869935.86894,,
move,1656,1032,1722869935.8760195,,
move,1647,1025,1722869935.884746,,
move,1637,1018,1722869935.8926775,,
move,1625,1012,1722869935.9010844,,
move,1611,1004,1722869935.9092607,,
move,1601,999,1722869935.9162614,,
move,1599,998,1722869935.9251926,,
move,1599,998,1722869935.9489455,,
move,1599,997,1722869935.9573133,,
move,1602,995,1722869935.9651256,,
move,1607,991,1722869935.9728825,,
move,1609,990,1722869935.9805915,,
move,1613,986,1722869935.9885728,,
move,1617,982,1722869935.996219,,
move,1619,980,1722869936.0046504,,
move,1620,980,1722869936.0126944,,
move,1621,978,1722869936.021275,,
move,1622,975,1722869936.0289938,,
move,1622,973,1722869936.0370967,,
move,1622,969,1722869936.0447464,,
move,1622,964,1722869936.0522563,,
move,1621,961,1722869936.0605931,,
move,1620,957,1722869936.068934,,
move,1617,950,1722869936.0771735,,
move,1612,942,1722869936.0844202,,
move,1609,936,1722869936.0932696,,
move,1605,931,1722869936.1005976,,
move,1602,927,1722869936.1092684,,
move,1600,927,1722869936.1161842,,
move,1600,926,1722869936.1245265,,
move,1600,926,1722869936.1651487,,
move,1600,926,1722869936.1727378,,
move,1601,928,1722869936.1809077,,
move,1603,931,1722869936.1892698,,
move,1607,937,1722869936.1967194,,
move,1613,945,1722869936.2052283,,
move,1619,955,1722869936.2128088,,
move,1629,968,1722869936.2210758,,
move,1641,985,1722869936.2285974,,
move,1657,1007,1722869936.2364278,,
move,1677,1032,1722869936.2449934,,
move,1679,893,1722869936.7162108,,
move,1679,892,1722869936.7252748,,
move,1679,891,1722869936.7332537,,
move,1679,891,1722869936.7493324,,
move,1679,890,1722869936.7651913,,
move,1679,871,1722869937.0684237,,
move,1679,863,1722869937.0760233,,
move,1677,857,1722869937.0851192,,
move,1677,855,1722869937.093312,,
move,1677,853,1722869937.101042,,
move,1677,850,1722869937.1083832,,
move,1677,846,1722869937.1172545,,
move,1677,845,1722869937.1243362,,
move,1677,841,1722869937.1331701,,
move,1677,836,1722869937.141244,,
move,1678,830,1722869937.14866,,
move,1679,791,1722869937.276145,,
move,1679,801,1722869937.3722978,,
move,1679,814,1722869937.4293141,,
move,1679,814,1722869937.4532664,,
move,1679,815,1722869937.7443748,,
move,1679,817,1722869937.7608874,,
move,1679,823,1722869937.7769718,,
move,1679,833,1722869937.784495,,
move,1679,843,1722869937.7931159,,
move,1679,851,1722869937.8002157,,
move,1679,863,1722869937.8092403,,
move,1679,871,1722869937.8170414,,
move,1679,874,1722869937.8248296,,
move,1679,875,1722869937.8283827,,
move,1679,875,1722869937.8364787,,
move,1679,904,1722869937.9248002,,
move,1679,938,1722869937.9965765,,
move,1679,939,1722869938.0129478,,
move,1679,939,1722869938.0608828,,
move,1679,939,1722869938.0693166,,
move,1679,937,1722869938.0764585,,
move,1679,933,1722869938.0845768,,
move,1679,924,1722869938.1007438,,
move,1679,857,1722869938.1885958,,
move,1679,852,1722869938.1970747,,
move,1679,846,1722869938.2046168,,
move,1679,842,1722869938.212859,,
move,1679,840,1722869938.2212636,,
move,1678,838,1722869938.2281938,,
move,1675,835,1722869938.2362697,,
move,1671,833,1722869938.2447553,,
move,1664,830,1722869938.2528312,,
move,1652,826,1722869938.2613962,,
move,1633,821,1722869938.2685907,,
move,1598,814,1722869938.2763717,,
move,1550,805,1722869938.2843769,,
move,1487,797,1722869938.2924988,,
move,1410,788,1722869938.3009417,,
move,1320,779,1722869938.3091054,,
move,1219,770,1722869938.3165193,,
move,1108,764,1722869938.3247323,,
move,989,757,1722869938.3327546,,
move,859,752,1722869938.3412888,,
move,721,747,1722869938.348793,,
move,581,743,1722869938.356626,,
move,435,740,1722869938.3652685,,
move,292,738,1722869938.37268,,
move,150,738,1722869938.380737,,
move,9,736,1722869938.389192,,
