type,x,y,timestamp,button,pressed,dx,dy
move,984,586,1722869241.248361,,,,
move,984,585,1722869241.2561004,,,,
move,984,584,1722869241.2645195,,,,
move,984,583,1722869241.2721431,,,,
move,984,583,1722869241.2803392,,,,
move,985,581,1722869241.2878754,,,,
move,986,579,1722869241.2958806,,,,
move,986,578,1722869241.3043346,,,,
move,986,577,1722869241.3125033,,,,
move,986,576,1722869241.3206341,,,,
move,986,575,1722869241.3282557,,,,
move,986,573,1722869241.3362465,,,,
move,987,570,1722869241.3434784,,,,
move,987,568,1722869241.3520896,,,,
move,987,566,1722869241.3601108,,,,
move,988,565,1722869241.3682985,,,,
move,988,564,1722869241.3765028,,,,
move,988,562,1722869241.3840587,,,,
move,988,562,1722869241.392104,,,,
move,988,559,1722869241.399977,,,,
move,989,558,1722869241.4079924,,,,
move,989,557,1722869241.4161134,,,,
move,989,556,1722869241.424534,,,,
move,989,555,1722869241.432159,,,,
move,989,553,1722869241.439632,,,,
move,990,551,1722869241.4482079,,,,
move,990,550,1722869241.4564843,,,,
move,990,548,1722869241.4640014,,,,
move,990,548,1722869241.4721453,,,,
move,990,546,1722869241.4797435,,,,
move,991,545,1722869241.4882233,,,,
move,992,542,1722869241.4962294,,,,
move,992,541,1722869241.5043304,,,,
move,992,540,1722869241.5122218,,,,
move,992,539,1722869241.5199244,,,,
move,993,537,1722869241.5282683,,,,
move,993,537,1722869241.5354035,,,,
move,994,534,1722869241.5439754,,,,
move,994,533,1722869241.551632,,,,
move,994,531,1722869241.5604615,,,,
move,995,531,1722869241.5679045,,,,
move,996,529,1722869241.5762599,,,,
move,996,529,1722869241.584096,,,,
move,997,527,1722869241.592207,,,,
move,998,526,1722869241.6002948,,,,
move,998,525,1722869241.6082623,,,,
move,999,524,1722869241.6150875,,,,
move,999,522,1722869241.6241245,,,,
move,999,522,1722869241.6325014,,,,
move,1000,521,1722869241.640181,,,,
move,1001,518,1722869241.6481805,,,,
move,1001,517,1722869241.6553814,,,,
move,1001,516,1722869241.6639037,,,,
move,1001,516,1722869241.6723173,,,,
move,1002,515,1722869241.6798527,,,,
move,1003,515,1722869241.6883898,,,,
move,1003,513,1722869241.6954103,,,,
move,1003,513,1722869241.7039096,,,,
move,1004,512,1722869241.7122808,,,,
move,1004,511,1722869241.719397,,,,
move,1004,511,1722869241.7282412,,,,
move,1004,509,1722869241.7364223,,,,
move,1004,508,1722869241.7442007,,,,
move,1004,507,1722869241.7520397,,,,
move,1004,505,1722869241.7593582,,,,
move,1004,504,1722869241.7679524,,,,
move,1004,503,1722869241.7761765,,,,
move,1004,502,1722869241.783968,,,,
move,1004,501,1722869241.7925353,,,,
move,1004,501,1722869241.7997525,,,,
move,1004,499,1722869241.8082025,,,,
move,1004,499,1722869241.8152053,,,,
move,1004,498,1722869241.8243592,,,,
move,1004,496,1722869241.832135,,,,
move,1004,495,1722869241.8403316,,,,
move,1005,494,1722869241.8479848,,,,
move,1005,493,1722869241.8555024,,,,
move,1005,492,1722869241.8640301,,,,
move,1005,491,1722869241.8715544,,,,
move,1005,489,1722869241.880079,,,,
move,1005,486,1722869241.8884165,,,,
move,1005,485,1722869241.896558,,,,
move,1005,484,1722869241.9040692,,,,
move,1005,483,1722869241.9113789,,,,
move,1005,480,1722869241.9200096,,,,
move,1005,479,1722869241.9283688,,,,
move,1005,478,1722869241.9365318,,,,
move,1005,477,1722869241.9443724,,,,
move,1005,476,1722869241.9521573,,,,
move,1005,474,1722869241.9595716,,,,
move,1005,473,1722869241.9680831,,,,
move,1005,472,1722869241.9760888,,,,
move,1005,471,1722869241.9834547,,,,
move,1005,470,1722869241.9922502,,,,
move,1005,469,1722869242.0004942,,,,
move,1005,468,1722869242.00825,,,,
move,1005,465,1722869242.0152552,,,,
move,1003,464,1722869242.023859,,,,
move,1003,462,1722869242.0319355,,,,
move,1003,461,1722869242.040586,,,,
move,1003,460,1722869242.0482037,,,,
move,1002,459,1722869242.056153,,,,
move,1001,458,1722869242.0634487,,,,
move,1001,457,1722869242.0721107,,,,
move,1000,456,1722869242.080003,,,,
move,1000,454,1722869242.088001,,,,
move,999,453,1722869242.096422,,,,
move,998,452,1722869242.104295,,,,
move,998,451,1722869242.1125135,,,,
move,997,450,1722869242.1199884,,,,
move,997,449,1722869242.1280913,,,,
move,996,448,1722869242.135872,,,,
move,995,447,1722869242.1442885,,,,
move,994,445,1722869242.1523993,,,,
move,993,443,1722869242.1603522,,,,
move,992,443,1722869242.1682026,,,,
move,991,441,1722869242.176209,,,,
move,990,440,1722869242.184302,,,,
move,989,439,1722869242.191725,,,,
move,988,438,1722869242.200575,,,,
move,986,436,1722869242.2080884,,,,
