Timestamp, HR(bpm), Stress(ms), Resp(brpm)
1724330502, 66, 19.0, 12.64
1724330503, 66, 19.0, NaN
1724330504, 66, 19.0, NaN
1724330505, 66, 19.0, NaN
1724330506, 67, 19.0, NaN
1724330507, 68, 19.0, NaN
1724330508, 68, 19.0, NaN
1724330509, 68, 19.0, NaN
1724330510, 69, 19.0, NaN
1724330511, 70, 19.0, 11.92
1724330512, 72, 19.0, 11.92
1724330513, 74, 19.0, 11.92
1724330514, 77, 19.0, 11.92
1724330515, 78, 19.0, 11.92
1724330516, 77, 19.0, 11.92
1724330517, 78, 19.0, 11.92
1724330518, 78, 19.0, 11.92
1724330519, 77, 19.0, 11.92
1724330520, 73, 19.0, 11.89
1724330521, 70, 19.0, 11.89
1724330522, 68, 19.0, 11.89
1724330523, 65, 19.0, 11.89
1724330524, 64, 19.0, 11.89
1724330525, 64, 17.0, 11.89
1724330526, 64, 17.0, 11.89
1724330527, 64, 17.0, 11.98
1724330528, 64, 17.0, 11.98
1724330529, 64, 17.0, 11.98
1724330530, 64, 18.0, 11.98
1724330531, 64, 18.0, 11.98
1724330532, 64, 18.0, 11.98
1724330533, 64, 18.0, 11.98
1724330534, 64, 18.0, 11.98
1724330535, 64, 17.0, 11.98
1724330536, 64, 17.0, 11.98
1724330537, 65, 17.0, 11.98
1724330538, 66, 17.0, 11.93
1724330539, 66, 17.0, 11.93
1724330540, 66, 15.0, 11.93
1724330541, 66, 15.0, 11.99
1724330542, 66, 15.0, 11.99
1724330543, 66, 15.0, 12.08
1724330544, 66, 15.0, 12.08
1724330545, 66, 13.0, 12.08
1724330546, 67, 13.0, 12.14
1724330547, 67, 13.0, 12.14
1724330548, 68, 13.0, 12.25
1724330549, 68, 13.0, 12.25
1724330550, 68, 11.0, 12.25
1724330551, 68, 11.0, 12.64
1724330552, 69, 11.0, 12.64
1724330553, 68, 11.0, 12.64
1724330554, 68, 11.0, 13.22
1724330555, 68, 13.0, 13.22
1724330556, 69, 13.0, 13.22
1724330557, 69, 13.0, 13.5
1724330558, 70, 13.0, 13.5
1724330559, 70, 13.0, 13.5
1724330560, 71, NaN, 13.5
1724330561, 72, NaN, 13.5
1724330562, 79, NaN, 13.49
1724330563, 84, NaN, 13.69
1724330564, 88, NaN, 13.69
1724330565, 92, 18.0, 13.69
1724330566, 93, 18.0, 13.82
1724330567, 94, 18.0, 13.82
1724330568, 94, 18.0, 13.82
1724330569, 94, 18.0, 13.94
1724330570, 93, 25.0, 13.94
1724330571, 91, 25.0, 13.94
1724330572, 91, 25.0, 13.94
1724330573, 90, 25.0, 13.94
1724330574, 89, 25.0, 14.05
1724330575, 88, 41.0, 14.05
1724330576, 87, 41.0, 14.13
1724330577, 87, 41.0, 14.13
1724330578, 86, 41.0, 14.13
1724330579, 85, 41.0, 14.5
1724330580, 83, 53.0, 14.5
