Timestamp, HR(bpm), Stress(ms), Resp(brpm)
1724255749, 80, 36.0, 13.39
1724255750, 80, 36.0, 13.39
1724255751, 80, 36.0, 13.39
1724255752, 80, 36.0, 13.56
1724255753, 80, 36.0, 13.56
1724255754, 80, 36.0, 13.56
1724255755, 80, 36.0, 13.56
1724255756, 81, 35.0, 13.56
1724255757, 81, 35.0, 13.56
1724255758, 82, 35.0, 13.56
1724255759, 84, 35.0, 13.45
1724255760, 85, 35.0, 13.45
1724255761, 87, 34.0, 13.45
1724255762, 87, 34.0, 13.64
1724255763, 87, 34.0, 13.64
1724255764, 86, 34.0, 13.64
1724255765, 86, 34.0, 13.64
1724255766, 86, 33.0, 13.64
1724255767, 86, 33.0, 13.64
1724255768, 85, 33.0, 13.64
1724255769, 85, 33.0, 13.64
1724255770, 85, 33.0, 13.83
1724255771, 85, 39.0, 13.83
1724255772, 85, 39.0, 13.83
1724255773, 85, 39.0, 13.83
1724255774, 86, 39.0, 13.83
1724255775, 87, 39.0, 13.83
1724255776, 88, 37.0, 13.83
1724255777, 89, 37.0, 13.83
1724255778, 89, 37.0, 13.83
1724255779, 89, 37.0, 13.62
1724255780, 89, 37.0, 13.62
1724255781, 89, 36.0, 13.73
1724255782, 88, 36.0, 13.73
1724255783, 88, 36.0, 13.97
1724255784, 88, 36.0, 13.97
1724255785, 87, 36.0, 13.97
1724255786, 86, 37.0, 13.97
1724255787, 84, 37.0, 14.0
1724255788, 84, 37.0, 14.0
1724255789, 84, 37.0, 14.0
1724255790, 84, 37.0, 14.0
1724255791, 84, 42.0, 14.0
1724255792, 84, 42.0, 14.0
1724255793, 84, 42.0, 14.0
1724255794, 84, 42.0, 14.0
1724255795, 84, 42.0, 13.91
1724255796, 84, 48.0, 13.91
1724255797, 84, 48.0, 13.91
1724255798, 83, 48.0, 13.91
1724255799, 82, 48.0, 13.97
1724255800, 82, 48.0, 13.97
1724255801, 82, 45.0, 14.14
1724255802, 82, 45.0, 14.14
1724255803, 82, 45.0, 14.14
1724255804, 82, 45.0, 14.14
1724255805, 82, 45.0, 14.14
1724255806, 82, 48.0, 14.14
1724255807, 83, 48.0, 14.01
1724255808, 83, 48.0, 14.01
1724255809, 83, 48.0, 14.01
1724255810, 83, 48.0, 14.01
1724255811, 83, 52.0, 14.01
1724255812, 83, 52.0, 13.98
1724255813, 83, 52.0, 13.98
1724255814, 84, 52.0, 13.98
1724255815, 83, 52.0, 13.98
1724255816, 85, 57.0, 13.98
1724255817, 86, 57.0, 13.98
1724255818, 86, 57.0, 13.83
1724255819, 85, 57.0, 13.83
1724255820, 85, 57.0, 13.83
1724255821, 85, 51.0, 13.83
1724255822, 86, 51.0, 14.03
1724255823, 90, 51.0, 14.03
1724255824, 90, 51.0, 14.03
1724255825, 90, 51.0, 14.03
1724255826, 90, 49.0, 14.03
1724255827, 90, 49.0, 13.92
1724255828, 90, 49.0, 13.92
1724255829, 89, 49.0, 13.92
1724255830, 89, 49.0, 14.11
1724255831, 88, 52.0, 14.11
1724255832, 87, 52.0, 14.11
1724255833, 87, 52.0, 14.11
1724255834, 87, 52.0, 14.11
1724255835, 87, 52.0, 14.11
1724255836, 87, 55.0, 14.11
1724255837, 86, 55.0, 14.11
1724255838, 86, 55.0, 13.96
1724255839, 85, 55.0, 13.96
1724255840, 85, 55.0, 13.96
1724255841, 85, 57.0, 13.96
1724255842, 84, 57.0, 13.96
1724255843, 83, 57.0, 13.96
1724255844, 83, 57.0, 13.96
1724255845, 82, 57.0, 13.96
1724255846, 82, 57.0, 13.96
1724255847, 82, 57.0, 13.96
1724255848, 82, 57.0, 13.76
1724255849, 81, 57.0, 13.76
1724255850, 81, 57.0, 13.76
1724255851, 81, 59.0, 13.76
1724255852, 80, 59.0, 13.76
1724255853, 79, 59.0, 13.76
1724255854, 80, 59.0, 13.76
1724255855, 79, 59.0, 13.62
1724255856, 80, 58.0, 13.67
1724255857, 81, 58.0, 13.67
1724255858, 81, 58.0, 13.67
1724255859, 81, 58.0, 13.91
1724255860, 82, 58.0, 13.91
1724255861, 82, 54.0, 13.91
1724255862, 81, 54.0, 13.91
1724255863, 80, 54.0, 13.91
1724255864, 79, 54.0, 13.91
1724255865, 76, 54.0, 13.91
1724255866, 75, 49.0, 13.91
1724255867, 75, 49.0, 13.91
1724255868, 75, 49.0, 13.91
1724255869, 75, 49.0, 13.91
1724255870, 76, 49.0, 13.91
1724255871, 76, 44.0, 13.91
1724255872, 76, 44.0, 13.91
1724255873, 76, 44.0, 13.69
1724255874, 75, 44.0, 13.69
1724255875, 75, 44.0, 13.77
1724255876, 75, NaN, 13.77
1724255877, 74, NaN, 13.77
1724255878, 77, NaN, 13.77
1724255879, 80, NaN, 13.77
1724255880, 80, NaN, 13.77
1724255881, 80, NaN, 13.77
1724255882, 81, NaN, 13.77
1724255883, 82, NaN, 13.77
1724255884, 82, NaN, 13.77
1724255885, 82, NaN, 13.61
1724255886, 83, 39.0, 13.61
1724255887, 83, 39.0, 13.61
1724255888, 84, 39.0, 13.61
1724255889, 84, 39.0, 13.61
1724255890, 85, 39.0, 13.61
1724255891, 86, 43.0, 13.61
1724255892, 87, 43.0, 13.61
1724255893, 87, 43.0, 13.61
1724255894, 89, 43.0, 13.44
1724255895, 90, 43.0, 13.44
1724255896, 92, 50.0, 13.44
1724255897, 92, 50.0, 13.44
1724255898, 92, 50.0, 13.44
1724255899, 92, 50.0, 13.44
1724255900, 93, 50.0, 13.44
1724255901, 93, 59.0, 13.44
1724255902, 92, 59.0, 13.09
1724255903, 92, 59.0, 13.09
1724255904, 92, 59.0, 13.09
1724255905, 92, 59.0, 13.09
1724255906, 91, 63.0, 13.09
1724255907, 91, 63.0, 13.09
1724255908, 91, 63.0, 13.09
1724255909, 90, 63.0, 13.09
1724255910, 90, 63.0, 13.09
1724255911, 89, 64.0, 12.73
1724255912, 89, 64.0, 12.73
1724255913, 88, 64.0, 12.89
1724255914, 87, 64.0, 12.89
1724255915, 86, 64.0, 12.89
1724255916, 86, 69.0, 12.89
1724255917, 86, 69.0, 13.09
1724255918, 85, 69.0, 13.24
1724255919, 84, 69.0, 13.24
1724255920, 84, 69.0, 13.24
1724255921, 84, 71.0, 13.24
1724255922, 84, 71.0, 13.34
1724255923, 84, 71.0, 13.34
1724255924, 84, 71.0, 13.34
1724255925, 84, 71.0, 13.75
1724255926, 84, 70.0, 13.75
1724255927, 82, 70.0, 13.75
1724255928, 82, 70.0, 13.75
1724255929, 81, 70.0, 13.75
1724255930, 81, 70.0, 13.75
1724255931, 80, 69.0, 13.75
1724255932, 80, 69.0, 13.75
1724255933, 80, 69.0, 13.75
1724255934, 79, 69.0, 13.62
1724255935, 80, 69.0, 13.62
1724255936, 80, 62.0, 13.62
1724255937, 80, 62.0, 13.52
1724255938, 80, 62.0, 13.52
1724255939, 80, 62.0, 13.52
1724255940, 80, 62.0, 13.52
1724255941, 80, 56.0, 13.76
1724255942, 80, 56.0, 13.76
1724255943, 79, 56.0, 13.76
1724255944, 79, 56.0, 13.78
1724255945, 78, 56.0, 13.78
1724255946, 76, 50.0, 13.78
1724255947, 75, 50.0, 13.78
1724255948, 75, 50.0, 13.8
1724255949, 74, 50.0, 13.8
1724255950, 75, 50.0, 14.01
1724255951, 75, 45.0, 14.01
1724255952, 76, 45.0, 14.01
1724255953, 76, 45.0, 14.01
1724255954, 78, 45.0, 14.05
1724255955, 79, 45.0, 14.05
1724255956, 81, NaN, 14.05
1724255957, 82, NaN, 14.31
1724255958, 83, NaN, 14.31
1724255959, 83, NaN, 14.65
1724255960, 84, NaN, 14.65
1724255961, 85, 38.0, 14.65
1724255962, 87, 38.0, 14.65
1724255963, 85, 38.0, 14.64
1724255964, 85, 38.0, 14.64
1724255965, 85, 38.0, 14.64
