Timestamp, HR(bpm), HRV(ms), Resp(brpm)
1724076949.0, 88, NaN, NaN
1724076950.0, 88, NaN, NaN
1724076953.0, 91, NaN, NaN
1724076954.0, 94, NaN, NaN
1724076958.0, 97, NaN, NaN
1724076972.0, 103, NaN, NaN
1724076976.0, 107, NaN, NaN
1724076996.0, 104, NaN, NaN
1724077005.0, 108, NaN, NaN
1724077018.0, 104, NaN, NaN
1724077023.0, 101, NaN, NaN
1724077037.0, 107, NaN, NaN
1724077047.0, 110, NaN, NaN
1724077052.0, 113, NaN, NaN
1724077055.0, 116, NaN, NaN
1724077073.0, 113, NaN, NaN
1724077085.0, 110, NaN, NaN
1724077087.0, 107, NaN, NaN
1724077089.0, 104, NaN, NaN
1724077090.0, 100, NaN, NaN
1724077091.0, 100, NaN, NaN
1724077099.0, 103, NaN, NaN
1724077107.0, 100, NaN, NaN
1724077112.0, 103, NaN, NaN
1724077117.0, 100, NaN, NaN
1724077118.0, 97, NaN, NaN
1724077120.0, 94, NaN, NaN
1724077147.0, 97, NaN, NaN
1724077158.0, 101, NaN, NaN
1724077161.0, 104, NaN, NaN
1724077190.0, 101, NaN, NaN
1724077202.0, 98, NaN, NaN
1724077207.0, 92, NaN, NaN
1724077211.0, 89, NaN, NaN
1724077215.0, 92, NaN, NaN
1724077221.0, 89, NaN, NaN
1724077235.0, 85, NaN, NaN
1724077262.0, 82, NaN, NaN
1724077278.0, 86, NaN, NaN
1724077280.0, 89, NaN, NaN
1724077287.0, 92, NaN, NaN
1724077290.0, 95, NaN, NaN
1724077294.0, 98, NaN, NaN
1724077314.0, 102, NaN, NaN
1724077326.0, 99, NaN, NaN
1724077334.0, 96, NaN, NaN
1724077341.0, 99, NaN, NaN
1724077343.0, 102, NaN, NaN
1724077364.0, 99, NaN, NaN
1724077404.0, 94, NaN, NaN
1724077406.0, 91, NaN, NaN
1724077409.0, 88, NaN, NaN
1724077410.0, 91, NaN, NaN
1724077411.0, 95, NaN, NaN
1724077415.0, 92, NaN, NaN
1724077421.0, 95, NaN, NaN
1724077469.0, 92, NaN, NaN
1724077476.0, 89, NaN, NaN
1724077480.0, 86, NaN, NaN
1724077484.0, 83, NaN, NaN
1724077493.0, 86, NaN, NaN
1724077494.0, 89, NaN, NaN
1724077500.0, 92, NaN, NaN
1724077523.0, 96, NaN, NaN
1724077538.0, 99, NaN, NaN
1724077562.0, 95, NaN, NaN
1724077565.0, 92, NaN, NaN
1724077576.0, 95, NaN, NaN
1724077582.0, 92, NaN, NaN
1724077587.0, 89, NaN, NaN
1724077603.0, 92, NaN, NaN
1724077640.0, 95, NaN, NaN
1724077665.0, 92, NaN, NaN
1724077678.0, 95, NaN, NaN
1724077703.0, 92, NaN, NaN
1724077748.0, 89, NaN, NaN
1724077777.0, 92, NaN, NaN
1724077792.0, 89, NaN, NaN
1724077800.0, 86, NaN, NaN
1724077807.0, 89, NaN, NaN
1724077813.0, 92, NaN, NaN
1724077818.0, 89, NaN, NaN
1724077820.0, 86, NaN, NaN
1724077828.0, 89, NaN, NaN
1724077831.0, 92, NaN, NaN
1724077860.0, 95, NaN, NaN
1724077878.0, 91, NaN, NaN
1724077884.0, 87, NaN, NaN
1724077892.0, 90, NaN, NaN
1724077911.0, 93, NaN, NaN
1724077918.0, 88, NaN, NaN
1724077920.0, 83, NaN, NaN
1724077926.0, 87, NaN, NaN
1724077936.0, 90, NaN, NaN
1724077939.0, 93, NaN, NaN
1724077944.0, 96, NaN, NaN
1724077972.0, 99, NaN, NaN
1724077993.0, 96, NaN, NaN
1724078005.0, 93, NaN, NaN
1724078011.0, 90, NaN, NaN
1724078021.0, 93, NaN, NaN
1724078038.0, 90, NaN, NaN
1724078050.0, 93, NaN, NaN
1724078113.0, 89, NaN, NaN
1724078117.0, 88, NaN, NaN
1724078123.0, 92, NaN, NaN
1724078136.0, 89, NaN, NaN
1724078141.0, 86, NaN, NaN
1724078146.0, 89, NaN, NaN
1724078147.0, 91, NaN, NaN
1724078149.0, 91, NaN, NaN
1724078151.0, 92, NaN, NaN
1724078159.0, 93, NaN, NaN
1724078167.0, 92, NaN, NaN
1724078177.0, 92, NaN, NaN
1724078181.0, 93, NaN, NaN
1724078188.0, 94, NaN, NaN
1724078198.0, 92, NaN, NaN
1724078204.0, 92, NaN, NaN
1724078207.0, 91, NaN, NaN
1724078219.0, 96, NaN, NaN
1724078220.0, 96, NaN, NaN
1724078225.0, 92, NaN, NaN
1724078236.0, 89, NaN, NaN
1724078257.0, 91, NaN, NaN
1724078264.0, 92, NaN, NaN
1724078272.0, 91, NaN, NaN
1724078274.0, 89, NaN, NaN
1724078278.0, 86, NaN, NaN
1724078280.0, 82, NaN, NaN
1724078288.0, 83, NaN, NaN
1724078309.0, 90, NaN, NaN
1724078310.0, 96, NaN, NaN
1724078315.0, 96, NaN, NaN
1724078317.0, 94, NaN, NaN
1724078320.0, 94, NaN, NaN
1724078324.0, 94, NaN, NaN
1724078329.0, 96, NaN, NaN
1724078334.0, 98, NaN, NaN
1724078355.0, 101, NaN, NaN
1724078358.0, 104, NaN, NaN
1724078361.0, 101, NaN, NaN
1724078364.0, 98, NaN, NaN
1724078368.0, 95, NaN, NaN
1724078369.0, 90, NaN, NaN
1724078370.0, 87, NaN, NaN
1724078381.0, 91, NaN, NaN
1724078412.0, 91, NaN, NaN
1724078414.0, 89, NaN, NaN
1724078421.0, 89, NaN, NaN
1724078440.0, 92, NaN, NaN
1724078444.0, 90, NaN, NaN
1724078447.0, 93, NaN, NaN
1724078453.0, 90, NaN, NaN
1724078458.0, 87, NaN, NaN
1724078468.0, 90, NaN, NaN
1724078498.0, 94, NaN, NaN
