Timestamp, HR(bpm), Stress(ms), Resp(brpm)
1724253163, 77, 32.0, NaN
1724253164, 77, 32.0, NaN
1724253165, 77, 32.0, NaN
1724253166, 77, 32.0, NaN
1724253167, 77, 32.0, NaN
1724253168, 77, 32.0, NaN
1724253169, 78, 32.0, NaN
1724253170, 78, 32.0, NaN
1724253171, 78, 32.0, NaN
1724253172, 78, 32.0, NaN
1724253173, 78, 32.0, NaN
1724253174, 78, 32.0, NaN
1724253175, 78, 32.0, NaN
1724253176, 78, 32.0, NaN
1724253177, 78, 32.0, NaN
1724253178, 78, 32.0, NaN
1724253179, 78, 32.0, NaN
1724253180, 78, 32.0, NaN
1724253181, 78, 32.0, 11.97
1724253182, 79, 32.0, 11.97
1724253183, 79, 32.0, 11.97
1724253184, 79, 32.0, 11.97
1724253185, 80, 32.0, 11.97
1724253186, 80, 32.0, 11.97
1724253187, 80, 32.0, 11.99
1724253188, 80, 32.0, 11.99
1724253189, 81, 32.0, 12.04
1724253190, 81, 32.0, 12.04
1724253191, 81, 33.0, 12.04
1724253192, 82, 33.0, 12.1
1724253193, 82, 33.0, 12.1
1724253194, 82, 33.0, 12.1
1724253195, 83, 33.0, 12.1
1724253196, 83, 36.0, 12.1
1724253197, 83, 36.0, 12.1
1724253198, 83, 36.0, 12.09
1724253199, 83, 36.0, 12.09
1724253200, 83, 36.0, 12.09
1724253201, 84, 41.0, 12.27
1724253202, 83, 41.0, 12.27
1724253203, 83, 41.0, 12.27
1724253204, 84, 41.0, 12.44
1724253205, 84, 41.0, 12.44
1724253206, 83, 45.0, 12.44
1724253207, 84, 45.0, 12.44
1724253208, 82, 45.0, 12.5
1724253209, 80, 45.0, 12.5
1724253210, 67, 45.0, 12.5
1724253211, 61, 50.0, 12.5
1724253212, 58, 50.0, 12.5
1724253213, 58, 50.0, 12.5
1724253214, 57, 50.0, 12.5
1724253215, 56, 50.0, 12.5
1724253216, 55, 36.0, 12.44
1724253217, 54, 36.0, 12.44
1724253218, 53, 36.0, 12.44
1724253219, 53, 36.0, 12.44
1724253220, 53, 36.0, 12.48
1724253221, 54, 24.0, 12.48
1724253222, 54, 24.0, 12.48
1724253223, 56, 24.0, 12.58
1724253224, 60, 24.0, 12.58
1724253225, 62, 24.0, 12.69
1724253226, 63, 18.0, 12.69
1724253227, 64, 18.0, 12.69
1724253228, 65, 18.0, 12.69
1724253229, 65, 18.0, 12.79
1724253230, 65, 18.0, 12.79
1724253231, 65, 14.0, 12.94
1724253232, 65, 14.0, 12.94
1724253233, 65, 14.0, 12.94
1724253234, 65, 14.0, 13.46
1724253235, 65, 14.0, 13.46
1724253236, 65, 10.0, 13.46
1724253237, 65, 10.0, 13.46
1724253238, 65, 10.0, 13.88
1724253239, 65, 10.0, 14.25
1724253240, 64, 10.0, 14.25
1724253241, 65, 5.0, 14.25
1724253242, 68, 5.0, 14.25
1724253243, 72, 5.0, 14.25
1724253244, 75, 5.0, 14.25
1724253245, 76, 5.0, 14.25
1724253246, 76, NaN, 14.23
1724253247, 76, NaN, 14.23
1724253248, 76, NaN, 14.25
1724253249, 76, NaN, 14.25
1724253250, 76, NaN, 14.25
1724253251, 76, NaN, 14.25
1724253252, 75, NaN, 14.29
1724253253, 75, NaN, 14.29
1724253254, 75, NaN, 14.29
1724253255, 75, NaN, 14.37
1724253256, 75, NaN, 14.37
1724253257, 74, NaN, 14.37
1724253258, 74, NaN, 14.37
1724253259, 73, NaN, 14.37
1724253260, 73, NaN, 14.43
1724253261, 73, NaN, 14.43
1724253262, 73, NaN, 14.43
1724253263, 73, NaN, 14.43
1724253264, 73, NaN, 14.19
1724253265, 73, NaN, 14.19
1724253266, 73, NaN, 14.19
1724253267, 73, NaN, 14.19
1724253268, 69, NaN, 14.19
1724253269, 67, NaN, 14.06
1724253270, 66, NaN, 14.06
1724253271, 66, 17.0, 14.06
1724253272, 66, 17.0, 14.24
1724253273, 66, 17.0, 14.24
1724253274, 66, 17.0, 14.24
1724253275, 65, 17.0, 14.24
1724253276, 65, 16.0, 14.24
1724253277, 65, 16.0, 14.21
1724253278, 66, 16.0, 14.21
1724253279, 67, 16.0, 14.21
1724253280, 67, 16.0, 14.21
1724253281, 68, 16.0, 14.21
1724253282, 69, 16.0, 14.21
1724253283, 70, 16.0, 14.21
1724253284, 72, 16.0, 14.36
1724253285, 73, 16.0, 14.36
1724253286, 74, 17.0, 14.36
1724253287, 75, 17.0, 14.36
1724253288, 76, 17.0, 14.36
1724253289, 77, 17.0, 14.36
1724253290, 78, 17.0, 14.36
1724253291, 79, 19.0, 14.29
1724253292, 80, 19.0, 14.29
1724253293, 80, 19.0, 14.29
1724253294, 80, 19.0, 14.36
1724253295, 79, 19.0, 14.36
1724253296, 79, 20.0, 14.36
1724253297, 78, 20.0, 14.36
1724253298, 80, 20.0, 14.37
