Timestamp, HR(bpm), Stress(ms), Resp(brpm)
1724311091, 66, 17.0, NaN
1724311092, 66, 17.0, NaN
1724311093, 66, 17.0, NaN
1724311094, 66, 17.0, NaN
1724311095, 66, 17.0, NaN
1724311096, 67, 17.0, NaN
1724311097, 67, 17.0, NaN
1724311098, 67, 17.0, NaN
1724311099, 68, 17.0, NaN
1724311100, 69, 17.0, NaN
1724311101, 69, 16.0, NaN
1724311102, 69, 16.0, NaN
1724311103, 69, 16.0, NaN
1724311104, 69, 16.0, NaN
1724311105, 68, 16.0, NaN
1724311106, 68, 15.0, NaN
1724311107, 69, 15.0, NaN
1724311108, 69, 15.0, 11.77
1724311109, 69, 15.0, 11.77
1724311110, 68, 15.0, 11.77
1724311111, 68, 17.0, 11.77
1724311112, 68, 17.0, 11.77
1724311113, 68, 17.0, 11.77
1724311114, 68, 17.0, 11.77
1724311115, 68, 17.0, 11.77
1724311116, 68, 14.0, 11.77
1724311117, 68, 14.0, 11.77
1724311118, 68, 14.0, 11.77
1724311119, 68, 14.0, 11.77
1724311120, 68, 14.0, 11.77
1724311121, 68, 18.0, 11.77
1724311122, 67, 18.0, 11.77
1724311123, 67, 18.0, 11.7
1724311124, 67, 18.0, 11.7
1724311125, 67, 18.0, 11.7
1724311126, 67, 20.0, 11.7
1724311127, 68, 20.0, 11.7
1724311128, 68, 20.0, 11.7
1724311129, 68, 20.0, 11.7
1724311130, 67, 20.0, 11.73
1724311131, 67, 21.0, 11.73
1724311132, 67, 21.0, 11.73
1724311133, 67, 21.0, 11.73
1724311134, 67, 21.0, 11.73
1724311135, 67, 21.0, 11.8
1724311136, 66, 22.0, 11.8
1724311137, 66, 22.0, 11.8
1724311138, 66, 22.0, 11.8
1724311139, 66, 22.0, 11.8
1724311140, 66, 22.0, 11.77
1724311141, 67, 22.0, 11.77
1724311142, 67, 22.0, 11.77
1724311143, 67, 22.0, 11.77
1724311144, 67, 22.0, 11.82
1724311145, 67, 22.0, 11.82
1724311146, 67, 21.0, 11.82
1724311147, 67, 21.0, 11.82
1724311148, 66, 21.0, 11.92
1724311149, 66, 21.0, 11.92
1724311150, 66, 21.0, 11.92
1724311151, 67, 20.0, 11.94
1724311152, 67, 20.0, 11.94
1724311153, 67, 20.0, 11.94
1724311154, 68, 20.0, 11.94
