Timestamp, HR(bpm), Stress(ms), Resp(brpm)
1724080730, 89, 82.0, 22.28
1724080731, 89, 82.0, 22.28
1724080732, 88, 82.0, 22.04
1724080733, 88, 82.0, 22.04
1724080734, 87, 82.0, 22.04
1724080735, 86, 78.0, 21.86
1724080736, 86, 78.0, 21.86
1724080737, 86, 78.0, 21.86
1724080738, 86, 78.0, 21.85
1724080739, 87, 78.0, 21.85
1724080740, 87, 73.0, 21.85
1724080741, 88, 73.0, 21.85
1724080742, 88, 73.0, 21.85
1724080743, 88, 73.0, 21.85
1724080744, 88, 73.0, 21.85
1724080745, 89, 69.0, 21.78
1724080746, 89, 69.0, 21.78
1724080747, 89, 69.0, 21.79
1724080748, 90, 69.0, 21.79
1724080749, 90, 69.0, 21.94
1724080750, 89, 69.0, 21.94
1724080751, 89, 69.0, 21.94
1724080752, 89, 69.0, 22.09
1724080753, 89, 69.0, 22.09
1724080754, 89, 69.0, 22.09
1724080755, 89, 66.0, 22.19
1724080756, 88, 66.0, 22.19
1724080757, 88, 66.0, 22.87
1724080758, 88, 66.0, 22.87
1724080759, 88, 66.0, 22.87
1724080760, 88, 62.0, 22.68
1724080761, 88, 62.0, 22.68
1724080762, 88, 62.0, 22.68
1724080763, 89, 62.0, 22.57
1724080764, 89, 62.0, 22.57
1724080765, 89, 61.0, 22.57
1724080766, 89, 61.0, 22.57
1724080767, 89, 61.0, 22.42
1724080768, 90, 61.0, 22.42
1724080769, 90, 61.0, 22.42
1724080770, 90, 60.0, 22.42
1724080771, 90, 60.0, 22.4
1724080772, 89, 60.0, 22.42
1724080773, 89, 60.0, 22.42
1724080774, 89, 60.0, 22.42
1724080775, 89, 60.0, 22.42
1724080776, 89, 60.0, 22.42
1724080777, 89, 60.0, 22.42
1724080778, 90, 60.0, 22.42
1724080779, 90, 60.0, 22.31
1724080780, 90, 60.0, 22.31
1724080781, 90, 60.0, 22.31
1724080782, 90, 60.0, 22.31
1724080783, 90, 60.0, 22.31
1724080784, 89, 60.0, 22.31
1724080785, 89, 63.0, 22.31
1724080786, 89, 63.0, 22.17
1724080787, 89, 63.0, 22.17
1724080788, 89, 63.0, 22.22
1724080789, 89, 63.0, 22.22
1724080790, 89, 66.0, 22.22
1724080791, 88, 66.0, 22.23
1724080792, 87, 66.0, 22.23
1724080793, 86, 66.0, 22.23
1724080794, 86, 66.0, 22.2
1724080795, 85, 66.0, 22.2
1724080796, 85, 66.0, 22.2
1724080797, 85, 66.0, 22.2
1724080798, 84, 66.0, 22.16
1724080799, 84, 66.0, 22.16
1724080800, 84, 63.0, 22.16
1724080801, 84, 63.0, 22.16
1724080802, 84, 63.0, 22.16
1724080803, 84, 63.0, 22.15
1724080804, 84, 63.0, 22.15
1724080805, 83, 63.0, 22.15
1724080806, 83, 63.0, 21.9
1724080807, 83, 63.0, 21.9
1724080808, 83, 63.0, 21.9
1724080809, 83, 63.0, 21.9
1724080810, 82, 59.0, 21.64
1724080811, 81, 59.0, 21.64
1724080812, 81, 59.0, 21.64
1724080813, 81, 59.0, 21.71
1724080814, 81, 59.0, 21.71
1724080815, 81, 56.0, 21.78
1724080816, 81, 56.0, 21.78
1724080817, 82, 56.0, 21.78
1724080818, 82, 56.0, 21.84
1724080819, 82, 56.0, 21.84
1724080820, 83, 52.0, 21.9
1724080821, 83, 52.0, 21.9
1724080822, 83, 52.0, 24.03
1724080823, 83, 52.0, 24.03
1724080824, 83, 52.0, 24.03
1724080825, 84, 48.0, 24.14
1724080826, 85, 48.0, 24.14
1724080827, 85, 48.0, 24.14
1724080828, 86, 48.0, 24.1
1724080829, 86, 48.0, 24.1
1724080830, 87, 49.0, 24.1
1724080831, 87, 49.0, 24.1
1724080832, 88, 49.0, 24.1
1724080833, 88, 49.0, 24.05
1724080834, 88, 49.0, 24.05
1724080835, 89, 50.0, 24.05
1724080836, 89, 50.0, 24.05
1724080837, 89, 50.0, 24.05
1724080838, 89, 50.0, 24.05
1724080839, 89, 50.0, 24.02
1724080840, 89, 53.0, 24.02
1724080841, 89, 53.0, 24.02
1724080842, 88, 53.0, 24.02
1724080843, 88, 53.0, 24.02
1724080844, 88, 53.0, 24.02
1724080845, 88, 55.0, 23.97
1724080846, 87, 55.0, 23.97
1724080847, 87, 55.0, 23.97
1724080848, 86, 55.0, 23.97
1724080849, 85, 55.0, 23.97
1724080850, 84, 60.0, 23.97
1724080851, 84, 60.0, 23.87
1724080852, 84, 60.0, 23.87
1724080853, 83, 60.0, 23.87
1724080854, 83, 60.0, 23.87
1724080855, 83, 63.0, NaN
1724080856, NaN, 63.0, NaN
1724080857, NaN, 63.0, NaN
1724080858, NaN, 63.0, NaN
1724080859, 73, 63.0, 23.87
1724080860, 72, 65.0, 23.74
1724080861, 72, 65.0, 23.74
1724080862, 72, 65.0, 23.74
1724080863, 74, 65.0, 23.7
1724080864, 74, 65.0, 23.7
1724080865, 77, NaN, 23.7
1724080866, 78, NaN, 23.7
1724080867, 78, NaN, 23.7
1724080868, 80, NaN, 23.55
1724080869, 80, NaN, 23.55
1724080870, 80, NaN, 23.55
1724080871, 80, NaN, 23.55
1724080872, 81, NaN, 23.55
1724080873, 81, NaN, 23.35
1724080874, 81, NaN, 23.35
1724080875, 83, NaN, 23.35
1724080876, 83, NaN, 23.36
1724080877, 85, NaN, 23.36
1724080878, 85, NaN, 23.37
1724080879, 85, NaN, 23.37
1724080880, 84, 63.0, 23.38
1724080881, 83, 63.0, 23.38
1724080882, 83, 63.0, 23.38
1724080883, 83, 63.0, 23.39
1724080884, 84, 63.0, 23.39
1724080885, 84, 61.0, 23.39
1724080886, 84, 61.0, 24.27
1724080887, 85, 61.0, 24.27
1724080888, 85, 61.0, 24.27
1724080889, 85, 61.0, 23.97
1724080890, 85, 62.0, 24.17
1724080891, 85, 62.0, 24.17
1724080892, 85, 62.0, 24.17
1724080893, 85, 62.0, 24.04
1724080894, 85, 62.0, 24.04
1724080895, 85, 63.0, 24.04
1724080896, 84, 63.0, 24.04
1724080897, 84, 63.0, 23.94
1724080898, 85, 63.0, 23.94
1724080899, 83, 63.0, 23.94
1724080900, 83, 63.0, 23.94
1724080901, 82, 63.0, 23.83
1724080902, 80, 63.0, 23.83
1724080903, 79, 63.0, 23.83
1724080904, 78, 63.0, 23.83
1724080905, 78, 57.0, 23.83
1724080906, 78, 57.0, 23.83
1724080907, 79, 57.0, 23.83
1724080908, 79, 57.0, 23.83
1724080909, 79, 57.0, 23.83
1724080910, 79, 51.0, 23.83
1724080911, 77, 51.0, 23.83
1724080912, 77, 51.0, 23.72
1724080913, 77, 51.0, 23.72
1724080914, 78, 51.0, 23.72
1724080915, 78, 47.0, 23.72
1724080916, 77, 47.0, 23.72
1724080917, 77, 47.0, 23.53
1724080918, 76, 47.0, 23.53
1724080919, 76, 47.0, 23.53
1724080920, 71, 40.0, 23.53
1724080921, 71, 40.0, 23.53
1724080922, 70, 40.0, 23.41
1724080923, 69, 40.0, 23.41
1724080924, 69, 40.0, 23.28
1724080925, 70, 34.0, 23.28
1724080926, 71, 34.0, 23.28
1724080927, 72, 34.0, 23.21
1724080928, 72, 34.0, 23.21
1724080929, 73, 34.0, 23.21
1724080930, 73, NaN, 23.2
1724080931, 72, NaN, 23.2
1724080932, 72, NaN, 23.2
1724080933, 72, NaN, 23.23
1724080934, 72, NaN, 23.23
1724080935, 72, NaN, 23.27
1724080936, 72, NaN, 23.27
1724080937, 73, NaN, 23.27
1724080938, 73, NaN, 23.32
1724080939, 73, NaN, 23.32
1724080940, 73, 27.0, 23.83
1724080941, 73, 27.0, 23.83
1724080942, 74, 27.0, 23.83
1724080943, 74, 27.0, 23.64
1724080944, 75, 27.0, 23.64
1724080945, 75, 27.0, 23.64
1724080946, 77, 27.0, 23.64
1724080947, 79, 27.0, 23.64
1724080948, 79, 27.0, 23.51
1724080949, 81, 27.0, 23.51
1724080950, 82, NaN, 23.51
1724080951, 82, NaN, 23.51
1724080952, 82, NaN, 23.41
1724080953, 82, NaN, 23.41
1724080954, 82, NaN, 23.41
1724080955, 81, 34.0, 23.41
1724080956, 81, 34.0, 23.41
1724080957, 81, 34.0, 23.32
1724080958, 82, 34.0, 23.32
1724080959, 83, 34.0, 23.32
1724080960, 83, 39.0, 23.32
1724080961, 83, 39.0, 23.32
1724080962, 84, 39.0, 23.32
1724080963, 84, 39.0, 23.32
1724080964, 84, 39.0, 22.94
1724080965, 85, 43.0, 22.94
1724080966, 85, 43.0, 22.94
1724080967, 85, 43.0, 22.94
1724080968, 86, 43.0, 22.76
1724080969, 86, 43.0, 22.76
1724080970, 87, 44.0, 22.74
1724080971, 86, 44.0, 22.74
1724080972, 86, 44.0, 22.74
1724080973, 86, 44.0, 22.73
1724080974, 86, 44.0, 22.73
1724080975, 86, 45.0, 22.74
1724080976, 86, 45.0, 22.74
1724080977, 87, 45.0, 22.74
1724080978, 87, 45.0, 22.74
1724080979, 88, 45.0, 22.84
1724080980, 86, 43.0, 23.19
1724080981, 86, 43.0, 23.19
1724080982, 85, 43.0, 23.19
1724080983, 85, 43.0, 23.19
1724080984, 85, 43.0, 23.19
1724080985, 85, 39.0, 23.19
1724080986, 86, 39.0, 23.19
1724080987, 86, 39.0, 23.19
1724080988, 86, 39.0, 23.06
1724080989, 87, 39.0, 23.06
1724080990, 86, 38.0, 23.06
1724080991, 86, 38.0, 23.06
1724080992, 86, 38.0, 23.06
1724080993, 86, 38.0, 23.07
1724080994, 86, 38.0, 23.0
1724080995, 85, 38.0, 23.0
1724080996, 85, 38.0, 23.03
1724080997, 85, 38.0, 23.03
1724080998, 84, 38.0, 23.03
1724080999, 83, 38.0, 23.03
1724081000, 83, 42.0, 22.96
1724081001, 83, 42.0, 22.96
1724081002, 83, 42.0, 22.96
1724081003, 83, 42.0, 22.96
1724081004, 83, 42.0, 22.82
1724081005, 83, 48.0, 22.82
1724081006, 83, 48.0, 22.82
1724081007, 83, 48.0, 22.82
1724081008, 83, 48.0, 22.84
1724081009, 82, 48.0, 22.84
1724081010, 82, 52.0, 22.84
1724081011, 82, 52.0, 22.84
1724081012, 82, 52.0, 22.84
1724081013, 81, 52.0, 22.84
1724081014, 81, 52.0, 22.84
1724081015, 81, 56.0, 22.84
1724081016, 80, 56.0, 22.84
1724081017, 80, 56.0, 22.7
1724081018, 79, 56.0, 22.7
1724081019, 79, 56.0, 22.7
1724081020, 79, 54.0, 22.7
1724081021, 76, 54.0, 22.7
1724081022, 73, 54.0, 22.7
1724081023, 72, 54.0, 22.7
1724081024, 72, 54.0, 22.7
1724081025, 67, NaN, 22.7
1724081026, 67, NaN, 22.51
1724081027, 66, NaN, 22.51
1724081028, 65, NaN, 22.51
1724081029, 65, NaN, 22.51
1724081030, 64, 36.0, 22.51
1724081031, 64, 36.0, 22.4
1724081032, 64, 36.0, 22.4
1724081033, 64, 36.0, 22.4
1724081034, 63, 36.0, 22.3
1724081035, 63, 22.0, 22.3
1724081036, 63, 22.0, 22.3
1724081037, 63, 22.0, 22.3
1724081038, 63, 22.0, 22.21
1724081039, 63, 22.0, 22.21
1724081040, 64, 16.0, 22.21
1724081041, 64, 16.0, 22.08
1724081042, 67, 16.0, 22.08
1724081043, 70, 16.0, 22.08
1724081044, 70, 16.0, 22.09
1724081045, 71, NaN, 22.09
1724081046, 73, NaN, 22.11
1724081047, 74, NaN, 22.11
1724081048, 74, NaN, 22.11
1724081049, 75, NaN, 22.23
1724081050, 75, NaN, 22.23
1724081051, 77, NaN, 22.23
1724081052, 77, NaN, 22.23
1724081053, 77, NaN, 22.23
1724081054, 77, NaN, 22.43
1724081055, 78, 11.0, 22.1
1724081056, 78, 11.0, 22.1
1724081057, 78, 11.0, 22.1
1724081058, 78, 11.0, 22.1
1724081059, 78, 11.0, 22.1
1724081060, 76, 16.0, 21.9
1724081061, 77, 16.0, 21.9
1724081062, 77, 16.0, 21.9
1724081063, 78, 16.0, 21.9
1724081064, 81, 16.0, 21.9
1724081065, 81, 20.0, 21.9
1724081066, 82, 20.0, 21.9
1724081067, 83, 20.0, 21.78
1724081068, 83, 20.0, 21.78
1724081069, 83, 20.0, 21.56
1724081070, 84, 25.0, 21.56
1724081071, 84, 25.0, 21.56
1724081072, 84, 25.0, 21.56
1724081073, 84, 25.0, 21.56
1724081074, 84, 25.0, 21.56
1724081075, 83, 25.0, 21.56
1724081076, 82, 25.0, 21.56
1724081077, 82, 25.0, 21.56
1724081078, 82, 25.0, 21.56
1724081079, 82, 25.0, 21.56
1724081080, 82, 26.0, 20.86
1724081081, 82, 26.0, 20.86
1724081082, 83, 26.0, 20.86
1724081083, 83, 26.0, 20.86
1724081084, 84, 26.0, 20.86
1724081085, 84, 27.0, 20.86
1724081086, 84, 27.0, 20.86
1724081087, 85, 27.0, 20.28
1724081088, 83, 27.0, 20.28
1724081089, 83, 27.0, 20.28
1724081090, 80, 32.0, 20.28
1724081091, 78, 32.0, 20.28
1724081092, 78, 32.0, 20.32
1724081093, 76, 32.0, 20.32
1724081094, 77, 32.0, 20.32
1724081095, 78, 37.0, 20.29
1724081096, 78, 37.0, 20.29
1724081097, 82, 37.0, 20.26
1724081098, 82, 37.0, 20.26
1724081099, 84, 37.0, 20.26
1724081100, 83, 37.0, 20.26
1724081101, 83, 37.0, 20.15
1724081102, 83, 37.0, 20.15
1724081103, 82, 37.0, 20.15
1724081104, 82, 37.0, 20.15
1724081105, 82, 37.0, 19.94
1724081106, 81, 37.0, 19.94
1724081107, 81, 37.0, 19.94
1724081108, 81, 37.0, 20.13
1724081109, 80, 37.0, 20.13
1724081110, 80, 36.0, 20.12
1724081111, 80, 36.0, 20.12
1724081112, 79, 36.0, 20.12
1724081113, 78, 36.0, 20.12
1724081114, 78, 36.0, 20.02
1724081115, 78, 31.0, 20.02
1724081116, 78, 31.0, 20.02
1724081117, 78, 31.0, 20.1
1724081118, 78, 31.0, 20.1
1724081119, 78, 31.0, 20.21
1724081120, 78, 25.0, 20.21
1724081121, 79, 25.0, 20.21
1724081122, 79, 25.0, 20.21
