Timestamp, HR(bpm), HRV(ms), Resp(brpm)
1723809656.0, 72, NaN, NaN
1723809657.0, 75, NaN, NaN
1723809660.0, 78, NaN, NaN
1723809684.0, 75, NaN, NaN
1723809686.0, 71, NaN, NaN
1723809687.0, 68, NaN, NaN
1723809688.0, 68, NaN, NaN
1723809697.0, 71, NaN, NaN
1723809734.0, 74, NaN, NaN
1723809744.0, 71, NaN, NaN
1723809749.0, 74, NaN, NaN
1723809753.0, 77, NaN, NaN
1723809757.0, 80, NaN, NaN
1723809762.0, 77, NaN, NaN
1723809764.0, 74, NaN, NaN
1723809775.0, 71, NaN, NaN
1723809783.0, 74, NaN, NaN
1723809788.0, 77, NaN, NaN
1723809816.0, 84, NaN, NaN
1723809821.0, 87, NaN, NaN
1723809836.0, 84, NaN, NaN
1723809837.0, 81, NaN, NaN
1723809839.0, 77, NaN, NaN
1723809867.0, 80, NaN, NaN
1723809902.0, 75, NaN, NaN
1723809919.0, 71, NaN, NaN
1723809949.0, 74, NaN, NaN
1723809950.0, 79, NaN, NaN
1723809951.0, 83, NaN, NaN
1723809952.0, 86, NaN, NaN
1723809953.0, 78, NaN, NaN
1723809954.0, 71, NaN, NaN
1723809955.0, 67, NaN, NaN
1723809956.0, 67, NaN, NaN
1723809966.0, 70, NaN, NaN
1723809975.0, 73, NaN, NaN
1723809984.0, 76, NaN, NaN
1723810014.0, 82, NaN, NaN
1723810019.0, 85, NaN, NaN
1723810020.0, 88, NaN, NaN
1723810021.0, 91, NaN, NaN
1723810025.0, 94, NaN, NaN
1723810042.0, 91, NaN, NaN
1723810052.0, 83, NaN, NaN
1723810053.0, 75, NaN, NaN
1723810055.0, 72, NaN, NaN
1723810063.0, 69, NaN, NaN
1723810074.0, 73, NaN, NaN
1723810075.0, 78, NaN, NaN
1723810076.0, 81, NaN, NaN
1723810084.0, 78, NaN, NaN
1723810085.0, 75, NaN, NaN
1723810098.0, 79, NaN, NaN
1723810102.0, 76, NaN, NaN
1723810113.0, 73, NaN, NaN
1723810116.0, 70, NaN, NaN
1723810118.0, 67, NaN, NaN
1723810126.0, 70, NaN, NaN
1723810129.0, 73, NaN, NaN
1723810133.0, 76, NaN, NaN
1723810138.0, 73, NaN, NaN
1723810139.0, 70, NaN, NaN
1723810144.0, 74, NaN, NaN
1723810145.0, 81, NaN, NaN
1723810146.0, 84, NaN, NaN
1723810147.0, 84, NaN, NaN
1723810150.0, 81, NaN, NaN
1723810151.0, 74, NaN, NaN
1723810156.0, 77, NaN, NaN
1723810176.0, 74, NaN, NaN
1723810183.0, 83, NaN, NaN
1723810184.0, 87, NaN, NaN
1723810189.0, 84, NaN, NaN
1723810192.0, 81, NaN, NaN
1723810204.0, 84, NaN, NaN
1723810210.0, 81, NaN, NaN
1723810211.0, 76, NaN, NaN
1723810212.0, 70, NaN, NaN
1723810217.0, 67, NaN, NaN
1723810236.0, 70, NaN, NaN
1723810247.0, 73, NaN, NaN
1723810254.0, 76, NaN, NaN
1723810273.0, 73, NaN, NaN
1723810277.0, 70, NaN, NaN
1723810291.0, 78, NaN, NaN
1723810292.0, 82, NaN, NaN
1723810315.0, 85, NaN, NaN
1723810321.0, 82, NaN, NaN
1723810333.0, 79, NaN, NaN
1723810360.0, 76, NaN, NaN
1723810370.0, 73, NaN, NaN
1723810374.0, 70, NaN, NaN
1723810376.0, 73, NaN, NaN
1723810378.0, 77, NaN, NaN
1723810383.0, 73, NaN, NaN
1723810385.0, 70, NaN, NaN
1723810392.0, 73, NaN, NaN
1723810394.0, 77, NaN, NaN
1723810398.0, 80, NaN, NaN
1723810411.0, 86, NaN, NaN
1723810412.0, 92, NaN, NaN
1723810416.0, 84, NaN, NaN
1723810421.0, 81, NaN, NaN
1723810430.0, 85, NaN, NaN
1723810444.0, 82, NaN, NaN
1723810470.0, 79, NaN, NaN
1723810475.0, 76, NaN, NaN
1723810495.0, 73, NaN, NaN
1723810535.0, 76, NaN, NaN
1723810537.0, 79, NaN, NaN
1723810562.0, 76, NaN, NaN
1723810563.0, 73, NaN, NaN
1723810581.0, 76, NaN, NaN
1723810596.0, 79, NaN, NaN
1723810598.0, 82, NaN, NaN
1723810608.0, 85, NaN, NaN
1723810609.0, 88, NaN, NaN
1723810610.0, 91, NaN, NaN
1723810611.0, 91, NaN, NaN
1723810625.0, 88, NaN, NaN
1723810627.0, 84, NaN, NaN
1723810629.0, 78, NaN, NaN
1723810630.0, 78, NaN, NaN
1723810639.0, 75, NaN, NaN
1723810700.0, 78, NaN, NaN
1723810718.0, 75, NaN, NaN
1723810726.0, 72, NaN, NaN
1723810742.0, 69, NaN, NaN
1723810761.0, 72, NaN, NaN
1723810802.0, 68, NaN, NaN
1723810804.0, 65, NaN, NaN
1723810818.0, 68, NaN, NaN
1723810824.0, 73, NaN, NaN
1723810827.0, 76, NaN, NaN
1723810830.0, 79, NaN, NaN
1723810832.0, 83, NaN, NaN
1723810842.0, 80, NaN, NaN
1723810848.0, 77, NaN, NaN
1723810853.0, 81, NaN, NaN
1723810866.0, 78, NaN, NaN
1723810868.0, 74, NaN, NaN
1723810873.0, 77, NaN, NaN
1723810885.0, 74, NaN, NaN
1723810902.0, 78, NaN, NaN
1723810939.0, 82, NaN, NaN
1723810940.0, 84, NaN, NaN
1723810942.0, 88, NaN, NaN
1723810952.0, 85, NaN, NaN
1723810954.0, 81, NaN, NaN
1723810955.0, 78, NaN, NaN
1723810959.0, 75, NaN, NaN
1723810962.0, 72, NaN, NaN
1723810965.0, 67, NaN, NaN
1723810966.0, 64, NaN, NaN
1723810967.0, 64, NaN, NaN
1723810975.0, 68, NaN, NaN
1723810984.0, 72, NaN, NaN
1723810997.0, 69, NaN, NaN
1723811011.0, 72, NaN, NaN
1723811034.0, 75, NaN, NaN
1723811039.0, 72, NaN, NaN
1723811048.0, 69, NaN, NaN
1723811069.0, 72, NaN, NaN
1723811074.0, 75, NaN, NaN
1723811082.0, 78, NaN, NaN
1723811083.0, 81, NaN, NaN
1723811084.0, 84, NaN, NaN
1723811087.0, 87, NaN, NaN
1723811090.0, 82, NaN, NaN
1723811091.0, 82, NaN, NaN
1723811100.0, 79, NaN, NaN
1723811105.0, 82, NaN, NaN
1723811115.0, 79, NaN, NaN
1723811127.0, 76, NaN, NaN
1723811142.0, 79, NaN, NaN
1723811165.0, 82, NaN, NaN
1723811175.0, 85, NaN, NaN
1723811189.0, 82, NaN, NaN
1723811193.0, 85, NaN, NaN
1723811204.0, 82, NaN, NaN
1723811206.0, 78, NaN, NaN
1723811207.0, 75, NaN, NaN
1723811210.0, 71, NaN, NaN
1723811211.0, 68, NaN, NaN
1723811216.0, 76, NaN, NaN
1723811217.0, 82, NaN, NaN
1723811218.0, 87, NaN, NaN
1723811226.0, 77, NaN, NaN
1723811227.0, 77, NaN, NaN
1723811233.0, 80, NaN, NaN
1723811245.0, 83, NaN, NaN
1723811256.0, 86, NaN, NaN
1723811268.0, 83, NaN, NaN
1723811270.0, 80, NaN, NaN
1723811329.0, 83, NaN, NaN
1723811331.0, 87, NaN, NaN
1723811333.0, 90, NaN, NaN
1723811335.0, 93, NaN, NaN
1723811358.0, 90, NaN, NaN
1723811361.0, 87, NaN, NaN
1723811364.0, 84, NaN, NaN
1723811366.0, 81, NaN, NaN
1723811398.0, 78, NaN, NaN
1723811399.0, 78, NaN, NaN
1723811410.0, 84, NaN, NaN
1723811411.0, 87, NaN, NaN
1723811412.0, 87, NaN, NaN
1723811415.0, 82, NaN, NaN
1723811418.0, 79, NaN, NaN
1723811440.0, 82, NaN, NaN
1723811451.0, 78, NaN, NaN
1723811453.0, 74, NaN, NaN
1723811482.0, 71, NaN, NaN
1723811490.0, 74, NaN, NaN
1723811491.0, 77, NaN, NaN
1723811509.0, 80, NaN, NaN
1723811535.0, 83, NaN, NaN
1723811537.0, 86, NaN, NaN
1723811542.0, 89, NaN, NaN
1723811544.0, 92, NaN, NaN
1723811560.0, 92, NaN, NaN
1723811572.0, 88, NaN, NaN
1723811574.0, 85, NaN, NaN
1723811580.0, 82, NaN, NaN
1723811604.0, 85, NaN, NaN
1723811639.0, 90, NaN, NaN
1723811659.0, 86, NaN, NaN
1723811660.0, 83, NaN, NaN
1723811662.0, 78, NaN, NaN
1723811663.0, 78, NaN, NaN
1723811674.0, 81, NaN, NaN
1723811741.0, 78, NaN, NaN
1723811762.0, 81, NaN, NaN
1723811764.0, 84, NaN, NaN
1723811765.0, 80, NaN, NaN
1723811774.0, 76, NaN, NaN
1723811811.0, 79, NaN, NaN
1723811822.0, 84, NaN, NaN
1723811823.0, 90, NaN, NaN
1723811829.0, 93, NaN, NaN
1723811849.0, 90, NaN, NaN
1723811850.0, 86, NaN, NaN
1723811851.0, 79, NaN, NaN
1723811852.0, 73, NaN, NaN
1723811854.0, 70, NaN, NaN
1723811859.0, 67, NaN, NaN
1723811869.0, 70, NaN, NaN
1723811877.0, 73, NaN, NaN
1723811890.0, 76, NaN, NaN
1723811897.0, 79, NaN, NaN
1723811918.0, 82, NaN, NaN
1723811931.0, 85, NaN, NaN
1723811954.0, 82, NaN, NaN
1723811957.0, 78, NaN, NaN
1723811997.0, 81, NaN, NaN
1723812009.0, 78, NaN, NaN
1723812013.0, 82, NaN, NaN
1723812014.0, 86, NaN, NaN
1723812017.0, 82, NaN, NaN
1723812023.0, 85, NaN, NaN
1723812033.0, 82, NaN, NaN
1723812041.0, 85, NaN, NaN
1723812044.0, 88, NaN, NaN
1723812061.0, 85, NaN, NaN
1723812081.0, 88, NaN, NaN
1723812090.0, 91, NaN, NaN
1723812097.0, 88, NaN, NaN
1723812115.0, 85, NaN, NaN
1723812125.0, 88, NaN, NaN
1723812159.0, 85, NaN, NaN
1723812167.0, 82, NaN, NaN
1723812192.0, 85, NaN, NaN
1723812202.0, 88, NaN, NaN
1723812213.0, 91, NaN, NaN
1723812239.0, 87, NaN, NaN
1723812248.0, 84, NaN, NaN
1723812250.0, 81, NaN, NaN
1723812266.0, 84, NaN, NaN
1723812303.0, 80, NaN, NaN
1723812306.0, 77, NaN, NaN
1723812319.0, 81, NaN, NaN
1723812321.0, 87, NaN, NaN
1723812348.0, 84, NaN, NaN
1723812356.0, 81, NaN, NaN
1723812365.0, 84, NaN, NaN
1723812369.0, 81, NaN, NaN
1723812372.0, 78, NaN, NaN
1723812378.0, 75, NaN, NaN
1723812380.0, 72, NaN, NaN
1723812381.0, 69, NaN, NaN
1723812392.0, 75, NaN, NaN
1723812393.0, 84, NaN, NaN
1723812398.0, 81, NaN, NaN
1723812399.0, 75, NaN, NaN
1723812400.0, 75, NaN, NaN
1723812406.0, 71, NaN, NaN
1723812411.0, 77, NaN, NaN
1723812414.0, 74, NaN, NaN
1723812418.0, 71, NaN, NaN
1723812428.0, 74, NaN, NaN
1723812454.0, 77, NaN, NaN
1723812464.0, 74, NaN, NaN
1723812467.0, 71, NaN, NaN
1723812472.0, 74, NaN, NaN
1723812516.0, 71, NaN, NaN
1723812529.0, 74, NaN, NaN
1723812535.0, 71, NaN, NaN
1723812560.0, 74, NaN, NaN
1723812578.0, 70, NaN, NaN
1723812597.0, 73, NaN, NaN
1723812600.0, 75, NaN, NaN
1723812602.0, 75, NaN, NaN
1723812606.0, 75, NaN, NaN
