Timestamp, HR(bpm), Stress(ms), Resp(brpm)
1724314358, 71, 16.0, 14.6
1724314359, 71, 16.0, NaN
1724314360, 72, 16.0, NaN
1724314361, 73, 16.0, NaN
1724314362, 75, 16.0, NaN
1724314363, 75, 16.0, NaN
1724314364, 78, 16.0, NaN
1724314365, 78, 16.0, NaN
1724314366, 78, 16.0, NaN
1724314367, 81, 16.0, NaN
1724314368, 81, 16.0, NaN
1724314369, 82, 16.0, NaN
1724314370, 82, 16.0, NaN
1724314371, 81, 16.0, NaN
1724314372, 81, 16.0, NaN
1724314373, 80, 16.0, NaN
1724314374, 79, 16.0, NaN
1724314375, 79, 16.0, NaN
1724314376, 79, 16.0, 12.08
1724314377, 79, 16.0, 12.08
1724314378, 78, 16.0, 12.08
1724314379, 78, 16.0, 12.08
1724314380, 78, 36.0, 12.08
1724314381, 78, 36.0, 12.08
1724314382, 78, 36.0, 12.08
1724314383, 77, 36.0, 12.08
1724314384, 77, 36.0, 12.08
1724314385, 77, 36.0, 12.08
1724314386, 77, 36.0, 12.08
1724314387, 77, 36.0, 12.08
1724314388, 77, 36.0, 12.02
1724314389, 78, 36.0, 12.02
1724314390, 77, 34.0, 12.02
1724314391, 77, 34.0, 12.02
1724314392, 77, 34.0, 12.03
1724314393, 78, 34.0, 12.03
1724314394, 78, 34.0, 12.09
1724314395, 79, 33.0, 12.09
1724314396, 79, 33.0, 12.09
1724314397, 80, 33.0, 12.09
1724314398, 80, 33.0, 12.1
1724314399, 80, 33.0, 12.1
1724314400, 80, 32.0, 12.1
1724314401, 80, 32.0, 12.1
1724314402, 80, 32.0, 12.14
1724314403, 79, 32.0, 12.14
1724314404, 79, 32.0, 12.14
1724314405, 78, 33.0, 12.17
1724314406, 78, 33.0, 12.17
1724314407, 78, 33.0, 12.17
1724314408, 77, 33.0, 12.17
1724314409, 77, 33.0, 12.17
1724314410, 76, 33.0, 12.17
1724314411, 76, 33.0, 12.15
1724314412, 76, 33.0, 12.15
1724314413, 76, 33.0, 12.15
1724314414, 76, 33.0, 12.15
1724314415, 76, NaN, 12.2
1724314416, 76, NaN, 12.2
1724314417, 76, NaN, 12.2
1724314418, 76, NaN, 12.2
1724314419, 76, NaN, 12.29
1724314420, 77, NaN, 12.29
1724314421, 77, NaN, 12.29
1724314422, 77, NaN, 12.47
1724314423, 78, NaN, 12.47
1724314424, 80, NaN, 12.47
1724314425, 81, 33.0, 12.59
1724314426, 81, 33.0, 12.59
1724314427, 81, 33.0, 12.59
1724314428, 81, 33.0, 12.59
1724314429, 81, 33.0, 12.59
1724314430, 80, 30.0, 13.14
1724314431, 80, 30.0, 13.7
1724314432, 80, 30.0, 13.7
1724314433, 80, 30.0, 13.7
1724314434, 80, 30.0, 14.46
1724314435, 80, 24.0, 14.46
1724314436, 80, 24.0, 14.46
1724314437, 81, 24.0, 14.46
1724314438, 81, 24.0, 14.49
1724314439, 81, 24.0, 14.49
1724314440, 81, 24.0, 14.49
1724314441, 80, 24.0, 14.77
1724314442, 79, 24.0, 14.77
1724314443, 78, 24.0, 14.77
1724314444, 77, 24.0, 14.77
1724314445, 75, 25.0, 14.76
1724314446, 75, 25.0, 14.76
1724314447, 74, 25.0, 14.76
1724314448, 74, 25.0, 14.76
1724314449, 74, 25.0, 14.76
1724314450, 74, NaN, 14.76
1724314451, 74, NaN, 14.76
1724314452, 74, NaN, 14.76
1724314453, 75, NaN, 14.76
1724314454, 78, NaN, 14.76
1724314455, 82, NaN, 14.76
1724314456, 83, NaN, 14.76
1724314457, 83, NaN, 14.67
1724314458, 83, NaN, 14.67
1724314459, 82, NaN, 14.67
1724314460, 80, 32.0, 14.67
1724314461, 79, 32.0, 14.67
1724314462, 78, 32.0, 14.67
1724314463, 78, 32.0, 14.67
1724314464, 79, 32.0, 14.67
1724314465, 79, 38.0, 14.58
1724314466, 78, 38.0, 14.58
1724314467, 78, 38.0, 14.58
1724314468, 78, 38.0, 14.58
1724314469, 78, 38.0, 14.63
1724314470, 78, 32.0, 14.63
1724314471, 77, 32.0, 14.63
1724314472, 77, 32.0, 14.63
1724314473, 77, 32.0, 14.56
1724314474, 77, 32.0, 14.56
1724314475, 77, 24.0, 14.56
1724314476, 77, 24.0, 14.56
1724314477, 76, 24.0, 14.56
1724314478, 76, 24.0, 14.56
1724314479, 76, 24.0, 14.56
1724314480, 76, 23.0, 14.56
1724314481, 75, 23.0, 14.56
1724314482, 75, 23.0, 14.51
1724314483, 75, 23.0, 14.51
1724314484, 74, 23.0, 14.51
1724314485, 74, NaN, 14.63
1724314486, 73, NaN, 14.63
1724314487, 73, NaN, 14.63
1724314488, 73, NaN, 14.63
1724314489, 74, NaN, 14.71
1724314490, 74, NaN, 14.71
1724314491, 75, NaN, 14.71
1724314492, 75, NaN, 14.98
1724314493, 76, NaN, 14.98
1724314494, 77, NaN, 14.98
1724314495, 78, NaN, 14.98
1724314496, 78, NaN, 14.92
1724314497, 77, NaN, 14.92
1724314498, 77, NaN, 14.92
1724314499, 77, NaN, 15.28
1724314500, 77, 21.0, 15.28
1724314501, 77, 21.0, 15.28
1724314502, 78, 21.0, 15.28
1724314503, 78, 21.0, 15.28
1724314504, 78, 21.0, 15.24
1724314505, 78, 24.0, 15.24
1724314506, 78, 24.0, 15.24
1724314507, 78, 24.0, 15.37
1724314508, 78, 24.0, 15.37
1724314509, 78, 24.0, 15.59
1724314510, 78, 31.0, 15.59
1724314511, 78, 31.0, 15.59
1724314512, 78, 31.0, 15.87
1724314513, 78, 31.0, 15.87
1724314514, 78, 31.0, 15.87
1724314515, 78, 31.0, 15.87
1724314516, 78, 31.0, 15.87
1724314517, 77, 31.0, 15.87
1724314518, 77, 31.0, 15.87
1724314519, 77, 31.0, 15.92
1724314520, 77, 31.0, 15.77
1724314521, 76, 31.0, 15.77
1724314522, 76, 31.0, 15.77
1724314523, 76, 31.0, 15.77
1724314524, 76, 31.0, 15.78
1724314525, 76, NaN, 15.78
1724314526, 76, NaN, 15.78
1724314527, 76, NaN, 15.78
1724314528, 77, NaN, 15.78
1724314529, 77, NaN, 15.78
1724314530, 77, NaN, 15.78
1724314531, 77, NaN, 15.78
1724314532, 78, NaN, 15.78
1724314533, 79, NaN, 15.69
1724314534, 79, NaN, 15.69
1724314535, 79, 31.0, 15.69
1724314536, 79, 31.0, 15.69
1724314537, 79, 31.0, 15.69
1724314538, 79, 31.0, 15.69
1724314539, 79, 31.0, 15.39
1724314540, 80, 32.0, 15.39
1724314541, 80, 32.0, 15.39
1724314542, 80, 32.0, 15.39
1724314543, 80, 32.0, 15.39
1724314544, 81, 32.0, 15.39
1724314545, 83, 33.0, 15.21
1724314546, 83, 33.0, 15.21
1724314547, 83, 33.0, 15.21
1724314548, 83, 33.0, 15.21
1724314549, 83, 33.0, 15.21
1724314550, 82, 40.0, 15.21
1724314551, 82, 40.0, 15.21
1724314552, 82, 40.0, 14.98
1724314553, 81, 40.0, 14.98
1724314554, 79, 40.0, 14.98
1724314555, 78, 39.0, 14.98
1724314556, 78, 39.0, 14.98
1724314557, 78, 39.0, 14.98
1724314558, 77, 39.0, 14.98
1724314559, 77, 39.0, 14.54
