Timestamp	HR	SDNN	RMSSD
1723044401.0	81	N/A	N/A
1723044402.0	81	N/A	N/A
1723044412.0	84	4.5000	9.0000
1723044417.0	79	3.6818	7.2801
1723044420.0	76	3.3448	6.0553
1723044442.0	79	7.5206	10.8513
1723044504.0	75	21.1929	20.3519
1723044516.0	79	19.7039	27.6013
1723044535.0	82	18.4509	25.6905
1723044544.0	79	17.5654	24.2899
1723044551.0	82	16.8760	22.9105
1723044555.0	85	16.3984	21.7555
1723044569.0	82	15.7003	20.9610
1723044572.0	79	15.3665	20.3183
1723044591.0	82	14.8839	20.0192
1723044597.0	78	14.5027	19.6014
1723044612.0	81	14.0500	19.0788
1723044650.0	81	14.8282	19.3472
1723044658.0	78	14.4906	20.1305
1723044667.0	81	14.1533	19.5647
1723044691.0	78	13.9660	19.3513
1723044722.0	81	14.0751	18.9262
1723044724.0	84	14.0272	19.5241
1723044738.0	81	13.7196	19.2460
1723044754.0	85	13.4334	18.8276
1723044756.0	88	13.3955	18.6514
1723044766.0	82	13.1602	18.3445
1723044794.0	86	13.1806	18.3314
1723044825.0	83	13.2980	17.9979
1723044853.0	86	13.2756	17.6827
1723044856.0	89	13.2466	17.9847
1723044869.0	86	13.0368	17.7764
1723044882.0	83	12.8367	17.4873
1723044939.0	80	14.5446	18.8878
1723044959.0	83	14.3427	19.6831
1723044982.0	77	14.1789	19.3983
1723044987.0	82	14.1099	19.3598
1723045002.0	85	13.9195	19.1616
1723045022.0	82	13.7483	18.9187
1723045024.0	79	13.7589	18.8951
1723045036.0	82	13.6000	18.7199
1723045053.0	85	13.4342	18.5014
1723045103.0	81	14.2550	18.9872
1723045111.0	84	14.1493	19.8476
1723045120.0	81	14.0323	19.6161
1723045145.0	78	13.9341	19.5413
1723045155.0	81	13.8147	19.4519
1723045165.0	78	13.6981	19.2393
1723045172.0	75	13.6189	19.0386
1723045181.0	78	13.5162	18.8414
1723045208.0	75	13.4700	18.8246
1723045228.0	78	13.3480	18.6617
1723045233.0	81	13.3085	18.5969
1723045249.0	84	13.1823	18.4802
1723045257.0	81	13.1042	18.3380
1723045259.0	76	13.1157	18.1858
1723045284.0	79	13.0576	18.2846
1723045293.0	82	12.9730	18.2463
1723045314.0	80	12.8795	18.1553
1723045347.0	83	12.9627	18.0669
1723045354.0	80	12.9062	18.2302
1723045357.0	77	12.9041	18.0850
1723045374.0	80	12.8007	18.0255
1723045386.0	75	12.7071	17.8908
1723045387.0	72	12.7374	17.8023
1723045402.0	75	12.6391	17.7491
1723045410.0	78	12.5755	17.6334
1723045427.0	81	12.4831	17.5344
1723045452.0	78	12.4457	17.4305
1723045460.0	81	12.3873	17.4242
1723045481.0	78	12.3167	17.3681
1723045484.0	75	12.3171	17.3773
1723045505.0	78	12.2497	17.3863
1723045510.0	82	12.2247	17.3678
1723045517.0	79	12.1786	17.2500
1723045543.0	76	12.1618	17.2748
1723045564.0	79	12.0994	17.1690
1723045602.0	82	12.2922	17.1668
1723045604.0	85	12.3086	17.5414
1723045611.0	81	12.2666	17.4378
1723045614.0	78	12.2663	17.3329
1723045623.0	82	12.2093	17.2373
1723045629.0	85	12.1755	17.1338
1723045636.0	82	12.1332	17.0294
1723045670.0	86	12.2377	17.1840
1723045681.0	82	12.1736	17.2647
1723045682.0	78	12.1961	17.1971
1723045683.0	79	12.2159	17.0969
1723045685.0	82	12.2211	16.9986
1723045690.0	79	12.1942	16.9048
1723045724.0	82	12.2977	17.0883
1723045736.0	85	12.2331	17.1506
1723045740.0	82	12.2167	17.0767
1723045775.0	78	12.3324	17.2885
1723045788.0	81	12.2680	17.3459
1723045790.0	84	12.2725	17.2907
1723045798.0	80	12.2269	17.2105
1723045801.0	77	12.2196	17.1282
1723045820.0	80	12.1657	17.1169
1723045822.0	83	12.1683	17.1158
1723045840.0	86	12.1127	17.1048
1723045847.0	83	12.0748	17.0546
1723045849.0	78	12.0766	16.9773
1723045870.0	81	12.0363	16.9983
1723045887.0	84	11.9813	16.9201
1723045910.0	87	11.9541	16.8489
1723045926.0	81	11.8986	16.7824
1723045928.0	78	11.9027	16.7583
1723045935.0	81	11.8679	16.6868
1723045968.0	77	11.9485	16.7967
1723045971.0	82	11.9430	16.9646
1723045982.0	85	11.8931	16.9045
1723046002.0	81	11.8522	16.8499
1723046003.0	78	11.8652	16.8703
1723046004.0	78	11.8768	16.7955
1723046008.0	81	11.8619	16.7240
1723046046.0	84	12.0177	16.9503
1723046079.0	87	12.0909	16.8835
1723046097.0	83	12.0443	16.8683
1723046105.0	80	12.0077	16.8218
1723046109.0	83	11.9943	16.7550
1723046110.0	86	12.0045	16.6873
1723046112.0	89	12.0051	16.6185
1723046126.0	86	11.9562	16.5858
1723046127.0	89	11.9647	16.5598
1723046135.0	92	11.9284	16.5049
1723046152.0	86	11.8842	16.4584
1723046159.0	83	11.8531	16.4172
1723046164.0	80	11.8323	16.3534
1723046206.0	77	12.0435	16.6144
1723046214.0	74	12.0085	16.8185
1723046237.0	77	11.9885	16.8052
1723046243.0	80	11.9632	16.8067
1723046251.0	76	11.9293	16.7438
1723046320.0	79	12.7955	17.4993
1723046324.0	82	12.7787	18.3158
1723046334.0	85	12.7368	18.2552
1723046336.0	82	12.7328	18.2009
1723046341.0	78	12.7101	18.1361
1723046349.0	75	12.6747	18.0721
1723046370.0	78	12.6430	18.0407
1723046428.0	75	13.1265	18.2461
1723046443.0	78	13.0803	18.5384
1723046466.0	81	13.0543	18.4852
1723046477.0	78	13.0120	18.4478
1723046498.0	81	12.9785	18.4025
1723046501.0	85	12.9685	18.3998
1723046522.0	79	12.9357	18.3971
1723046549.0	76	12.9330	18.3411
1723046555.0	79	12.9083	18.3603
1723046559.0	82	12.8933	18.2993
1723046580.0	85	12.8617	18.2910
1723046586.0	82	12.8375	18.2711
1723046594.0	79	12.8057	18.2117
1723046595.0	76	12.8089	18.1609
1723046602.0	83	12.7807	18.1083
1723046611.0	80	12.7465	18.0505
1723046618.0	83	12.7186	17.9932
1723046628.0	80	12.6825	17.9374
1723046658.0	84	12.7049	17.9512
1723046666.0	81	12.6746	17.9795
1723046669.0	84	12.6655	17.9276
1723046707.0	81	12.7645	18.0835
1723046727.0	78	12.7333	18.0830
1723046730.0	81	12.7247	18.0765
