Timestamp, HR(bpm), HRV(ms), Resp(brpm)
1723825478.0, 71, NaN, NaN
1723825488.0, 68, NaN, NaN
1723825492.0, 71, NaN, NaN
1723825495.0, 68, NaN, NaN
1723825500.0, 71, NaN, NaN
1723825502.0, 74, NaN, NaN
1723825512.0, 71, NaN, NaN
1723825524.0, 77, NaN, NaN
1723825537.0, 73, NaN, NaN
1723825545.0, 76, NaN, NaN
1723825561.0, 79, NaN, NaN
1723825563.0, 82, NaN, NaN
1723825571.0, 79, NaN, NaN
1723825595.0, 76, NaN, NaN
1723825597.0, 73, NaN, NaN
1723825614.0, 77, NaN, NaN
1723825629.0, 80, NaN, NaN
1723825635.0, 83, NaN, NaN
1723825644.0, 80, NaN, NaN
1723825645.0, 76, NaN, NaN
1723825654.0, 73, NaN, NaN
1723825664.0, 68, NaN, NaN
1723825665.0, 64, NaN, NaN
1723825666.0, 64, NaN, NaN
1723825669.0, 67, NaN, NaN
1723825670.0, 71, NaN, NaN
1723825702.0, 74, NaN, NaN
1723825714.0, 77, NaN, NaN
1723825735.0, 80, NaN, NaN
1723825753.0, 77, NaN, NaN
1723825771.0, 80, NaN, NaN
1723825776.0, 83, NaN, NaN
1723825801.0, 86, NaN, NaN
1723825808.0, 89, NaN, NaN
1723825812.0, 90, NaN, NaN
1723825816.0, 91, NaN, NaN
1723825819.0, 93, NaN, NaN
1723825823.0, 97, NaN, NaN
1723825824.0, 100, NaN, NaN
1723825826.0, 102, NaN, NaN
1723825834.0, 99, NaN, NaN
1723825842.0, 96, NaN, NaN
1723825846.0, 99, NaN, NaN
1723825859.0, 95, NaN, NaN
1723825862.0, 92, NaN, NaN
1723825865.0, 88, NaN, NaN
1723825869.0, 92, NaN, NaN
1723825873.0, 88, NaN, NaN
1723825891.0, 85, NaN, NaN
1723825896.0, 72, NaN, NaN
