Timestamp, HR(bpm), HRV(ms), Resp(brpm)
1723823314.0, 73, NaN, NaN
1723823315.0, 73, NaN, NaN
1723823317.0, 76, NaN, NaN
1723823323.0, 79, NaN, NaN
1723823337.0, 82, NaN, NaN
1723823380.0, 79, NaN, NaN
1723823396.0, 76, NaN, NaN
1723823405.0, 79, NaN, NaN
1723823467.0, 82, NaN, NaN
1723823476.0, 85, NaN, NaN
1723823495.0, 82, NaN, NaN
1723823508.0, 85, NaN, NaN
1723823516.0, 82, NaN, NaN
1723823527.0, 78, NaN, NaN
1723823567.0, 81, NaN, NaN
1723823594.0, 84, NaN, NaN
1723823613.0, 87, NaN, NaN
1723823618.0, 84, NaN, NaN
1723823630.0, 81, NaN, NaN
1723823633.0, 78, NaN, NaN
1723823657.0, 75, NaN, NaN
1723823686.0, 78, NaN, NaN
1723823699.0, 81, NaN, NaN
1723823702.0, 85, NaN, NaN
1723823741.0, 82, NaN, NaN
1723823745.0, 79, NaN, NaN
1723823802.0, 76, NaN, NaN
1723823875.0, 73, NaN, NaN
1723823877.0, 70, NaN, NaN
1723823884.0, 77, NaN, NaN
1723823885.0, 80, NaN, NaN
1723823886.0, 80, NaN, NaN
1723823906.0, 77, NaN, NaN
1723823934.0, 80, NaN, NaN
1723823988.0, 83, NaN, NaN
1723824029.0, 80, NaN, NaN
1723824033.0, 85, NaN, NaN
1723824048.0, 82, NaN, NaN
1723824055.0, 79, NaN, NaN
1723824059.0, 76, NaN, NaN
1723824089.0, 79, NaN, NaN
1723824116.0, 82, NaN, NaN
1723824142.0, 79, NaN, NaN
1723824144.0, 76, NaN, NaN
1723824149.0, 80, NaN, NaN
1723824154.0, 83, NaN, NaN
1723824161.0, 80, NaN, NaN
1723824182.0, 77, NaN, NaN
1723824204.0, 80, NaN, NaN
1723824246.0, 77, NaN, NaN
1723824259.0, 78, NaN, NaN
1723824276.0, 74, NaN, NaN
1723824294.0, 77, NaN, NaN
1723824305.0, 80, NaN, NaN
1723824320.0, 83, NaN, NaN
1723824376.0, 80, NaN, NaN
1723824410.0, 77, NaN, NaN
1723824425.0, 80, NaN, NaN
1723824429.0, 83, NaN, NaN
1723824438.0, 80, NaN, NaN
1723824454.0, 77, NaN, NaN
1723824457.0, 74, NaN, NaN
1723824479.0, 78, NaN, NaN
1723824547.0, 81, NaN, NaN
1723824600.0, 84, NaN, NaN
1723824608.0, 81, NaN, NaN
1723824611.0, 78, NaN, NaN
1723824655.0, 75, NaN, NaN
1723824686.0, 78, NaN, NaN
1723824687.0, 81, NaN, NaN
1723824693.0, 77, NaN, NaN
1723824744.0, 80, NaN, NaN
1723824753.0, 77, NaN, NaN
1723824756.0, 74, NaN, NaN
1723824773.0, 77, NaN, NaN
1723824778.0, 80, NaN, NaN
1723824802.0, 77, NaN, NaN
1723824814.0, 80, NaN, NaN
1723824858.0, 83, NaN, NaN
1723824862.0, 86, NaN, NaN
1723824877.0, 82, NaN, NaN
1723824887.0, 79, NaN, NaN
1723824897.0, 76, NaN, NaN
1723824935.0, 81, NaN, NaN
1723824959.0, 78, NaN, NaN
1723825009.0, 81, NaN, NaN
1723825021.0, 78, NaN, NaN
1723825031.0, 75, NaN, NaN
1723825058.0, 78, NaN, NaN
1723825065.0, 75, NaN, NaN
1723825143.0, 72, NaN, NaN
1723825154.0, 75, NaN, NaN
1723825156.0, 79, NaN, NaN
1723825163.0, 76, NaN, NaN
1723825171.0, 73, NaN, NaN
1723825177.0, 76, NaN, NaN
1723825253.0, 79, NaN, NaN
1723825274.0, 76, NaN, NaN
1723825283.0, 71, NaN, NaN
1723825301.0, 74, NaN, NaN
1723825360.0, 77, NaN, NaN
1723825373.0, 74, NaN, NaN
1723825390.0, 77, NaN, NaN
1723825394.0, 74, NaN, NaN
1723825424.0, 77, NaN, NaN
1723825429.0, 80, NaN, NaN
1723825430.0, 83, NaN, NaN
1723825441.0, 80, NaN, NaN
1723825443.0, 76, NaN, NaN
1723825446.0, 72, NaN, NaN
1723825463.0, 69, NaN, NaN
1723825465.0, 65, NaN, NaN
