Timestamp, HR(bpm), Stress(ms), Resp(brpm)
1724258774, 94, 70.0, NaN
1724258775, 95, 70.0, NaN
1724258776, 95, 70.0, NaN
1724258777, 95, 70.0, NaN
1724258778, 95, 70.0, NaN
1724258779, 95, 70.0, NaN
1724258780, 94, 70.0, NaN
1724258781, 92, 71.0, NaN
1724258782, 87, 71.0, NaN
1724258783, 83, 71.0, NaN
1724258784, 80, 71.0, NaN
1724258785, 79, 71.0, 12.49
1724258786, 78, 72.0, 12.49
1724258787, 78, 72.0, 12.49
1724258788, 77, 72.0, 12.49
1724258789, 75, 72.0, 12.49
1724258790, 75, 72.0, 12.49
1724258791, 75, 72.0, 12.49
1724258792, 75, 72.0, 12.49
1724258793, 75, 72.0, 12.49
1724258794, 75, 72.0, 12.49
1724258795, 76, 72.0, 12.49
1724258796, 76, 69.0, 12.42
1724258797, 77, 69.0, 12.42
1724258798, 78, 69.0, 12.42
1724258799, 78, 69.0, 12.42
1724258800, 79, 69.0, 12.42
1724258801, 81, 48.0, 12.41
1724258802, 84, 48.0, 12.41
1724258803, 87, 48.0, 12.41
1724258804, 88, 48.0, 12.5
1724258805, 89, 48.0, 12.5
1724258806, 89, 48.0, 12.5
1724258807, 89, 48.0, 12.5
1724258808, 90, 48.0, 12.5
1724258809, 91, 48.0, 12.5
1724258810, 91, 48.0, 12.5
1724258811, 90, 48.0, 12.5
1724258812, 90, 48.0, 12.49
1724258813, 90, 48.0, 12.49
1724258814, 90, 48.0, 12.49
1724258815, 89, 48.0, 12.49
1724258816, 89, 55.0, 12.49
1724258817, 89, 55.0, 12.49
1724258818, 88, 55.0, 12.49
1724258819, 88, 55.0, 12.49
1724258820, 88, 55.0, 12.49
1724258821, 88, 58.0, 12.49
1724258822, 87, 58.0, 12.42
1724258823, 87, 58.0, 12.42
1724258824, 87, 58.0, 12.42
1724258825, 87, 58.0, 12.47
1724258826, 87, 65.0, 12.47
1724258827, 87, 65.0, 12.47
1724258828, 87, 65.0, 12.53
1724258829, 86, 65.0, 12.53
1724258830, 86, 65.0, 12.64
1724258831, 86, 70.0, 12.64
1724258832, 86, 70.0, 12.64
1724258833, 86, 70.0, 12.64
1724258834, 86, 70.0, 12.67
1724258835, 86, 70.0, 12.67
1724258836, 86, 65.0, 12.67
1724258837, 86, 65.0, 12.67
1724258838, 87, 65.0, 12.67
1724258839, 87, 65.0, 12.67
