Timestamp, HR(bpm), HRV(ms), Resp(brpm)
1723820215.0, 70, NaN, NaN
1723820217.0, 67, NaN, NaN
1723820224.0, 70, NaN, NaN
1723820279.0, 67, NaN, NaN
1723820293.0, 70, NaN, NaN
1723820302.0, 66, NaN, NaN
1723820318.0, 69, NaN, NaN
1723820325.0, 65, NaN, NaN
1723820332.0, 68, NaN, NaN
1723820342.0, 72, NaN, NaN
1723820346.0, 78, NaN, NaN
1723820353.0, 74, NaN, NaN
1723820355.0, 71, NaN, NaN
1723820364.0, 74, NaN, NaN
1723820369.0, 71, NaN, NaN
1723820372.0, 68, NaN, NaN
1723820384.0, 71, NaN, NaN
1723820391.0, 68, NaN, NaN
1723820396.0, 71, NaN, NaN
1723820398.0, 74, NaN, NaN
1723820402.0, 70, NaN, NaN
1723820410.0, 73, NaN, NaN
1723820423.0, 70, NaN, NaN
1723820453.0, 73, NaN, NaN
1723820482.0, 70, NaN, NaN
1723820491.0, 73, NaN, NaN
1723820509.0, 76, NaN, NaN
1723820518.0, 79, NaN, NaN
1723820521.0, 82, NaN, NaN
1723820544.0, 78, NaN, NaN
1723820549.0, 81, NaN, NaN
1723820562.0, 78, NaN, NaN
1723820565.0, 75, NaN, NaN
1723820573.0, 78, NaN, NaN
1723820587.0, 69, NaN, NaN
1723820590.0, 66, NaN, NaN
1723820603.0, 69, NaN, NaN
1723820630.0, 69, NaN, NaN
1723820632.0, 72, NaN, NaN
1723820635.0, 75, NaN, NaN
1723820636.0, 79, NaN, NaN
1723820661.0, 76, NaN, NaN
1723820664.0, 73, NaN, NaN
1723820675.0, 69, NaN, NaN
1723820705.0, 72, NaN, NaN
1723820712.0, 75, NaN, NaN
1723820723.0, 78, NaN, NaN
1723820729.0, 74, NaN, NaN
1723820744.0, 71, NaN, NaN
1723820753.0, 74, NaN, NaN
1723820774.0, 71, NaN, NaN
1723820777.0, 74, NaN, NaN
1723820784.0, 70, NaN, NaN
1723820790.0, 67, NaN, NaN
1723820792.0, 62, NaN, NaN
1723820804.0, 67, NaN, NaN
1723820807.0, 70, NaN, NaN
1723820810.0, 75, NaN, NaN
1723820816.0, 78, NaN, NaN
1723820829.0, 79, NaN, NaN
