AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1723036799.6337008,1723036822.4209685,420,932.7142857142857,420,396.4357142857143
Inbox and Folders,1723036804.9416645,1723036806.9499986,88,232.86363636363637,88,306.0
Main Content,1723036799.9333146,1723036961.100668,942,676.6539278131635,942,493.8503184713376
Other,1723036799.6255186,1723036806.9995914,5,556.8,5,310.6
Sender Email,1723036806.9650393,1723036806.9729984,2,499.5,2,292.5
