AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1723038892.614081,1723038946.6461084,386,687.1891191709844,386,381.3160621761658
Inbox and Folders,1723038892.0232031,1723038892.2266781,18,416.1111111111111,18,306.94444444444446
Main Content,1723038897.3824117,1723038946.5824926,1443,947.7581427581428,1443,479.48163548163546
Other,1723038892.2350452,1723038949.2700393,203,554.0295566502463,203,103.44334975369458
Sender Email,1723038946.6707382,1723038946.6977253,3,632.6666666666666,3,275.0
