AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1723037581.002479,1723037612.5790162,62,501.33870967741933,62,412.56451612903226
Footer,1723037612.8106487,1723037613.266553,35,604.1714285714286,35,934.4571428571429
Inbox and Folders,1723037607.0906641,1723037612.5493073,42,209.42857142857142,42,253.45238095238096
Main Content,1723037612.5865693,1723037612.8026454,27,572.1481481481482,27,516.3703703703703
Other,1723037606.4067543,1723037612.5503094,163,182.45398773006136,163,341.62576687116564
