AOI,First_Timestamp,Last_Timestamp,X_Count,X_Mean,Y_Count,Y_Mean
Email Header,1723036649.1418786,1723036649.1928864,7,702.7142857142857,7,375.42857142857144
Footer,1723036561.5025399,1723036561.5382624,5,651.8,5,816.6
Inbox and Folders,1723036560.9857,1723036561.0027025,3,154.0,3,620.6666666666666
Main Content,1723036561.5581405,1723036649.1343608,1934,793.6142709410548,1934,585.3919338159255
Other,1723036560.9780123,1723036649.2534685,38,268.7105263157895,38,663.7894736842105
